"geoid","total"
"36047021900",575
"36081001200",10
"36119002203",1
"36119007000",10
"36081013000",5
"36119009600",3
"36081045800",67
"36081026000",2
"36047037900",24
"36119013301",1
"36005045102",2
"36081003100",2211
"36047054500",92
"36103135205",6
"36061029900",47
"36081044400",11
"36047085600",14
"36081134700",24
"36119001102",3
"36047007200",16
"36005022200",20
"36005035800",1
"36081066501",3
"36005040702",9
"36047021300",234
"36081012601",4
"36059413400",5
"36061003601",25733
"36047030200",3
"36081119300",1
"36119010702",2
"36061018900",19261
"36047046800",5
"36081042700",15
"36119011700",2
"36005021200",9
"36081051500",22
"36047053300",135
"36047035300",88
"36047043900",162
"36005032300",13
"36061004500",50649
"36047005602",13
"36059303101",4
"36005009200",47
"36081140300",6
"36047083800",3
"36047052300",8104
"36047064800",1
"36081006502",1037
"36061025700",4119
"36047069602",1
"36059521902",2
"36005009000",19
"36081012602",5
"36047048400",81
"36081026902",143
"36081031700",1631
"36119005100",2
"36047016200",20
"36005007200",68
"36081099704",5
"36081077904",60
"36047075200",5
"36005026500",23
"36005009800",10
"36081014700",520
"36047086600",15
"36119002201",6
"36059303900",6
"36061012200",62172
"36061006600",51831
"36047042900",293
"36081009800",6
"36081014202",112
"36047009800",5
"36061009300",58350
"36081127700",14
"36047062000",2
"36005023703",10
"36005024000",13
"36047051100",579
"36047007400",58
"36081147100",3
"36103145804",20
"36005002702",42
"36087013100",2
"36081103202",5
"36119002107",1
"36119004600",11
"36047090200",2
"36047028000",4
"36061020500",14198
"36061015001",22611
"36047031400",5
"36059300400",5
"36047003800",12
"36061002202",11469
"36005021100",25
"36047047800",44
"36005042400",1
"36005022500",16
"36005015800",1
"36005022404",7
"36005019700",176
"36119000401",8
"36059303000",14
"36081014201",22
"36059416402",3
"36047055100",5086
"36081130100",11
"36103145803",3
"36047087200",12
"36059415700",2
"36047006500",5013
"36081055500",22
"36061019702",4474
"36047052800",26
"36061004200",52975
"36061023600",201
"36081001800",13
"36061011900",120064
"36047048900",94
"36047087600",14
"36047029000",11
"36081039400",6
"36081009500",735
"36081070900",8
"36047028501",239
"36047068600",4
"36085009601",1
"36081047200",2
"36047031702",271
"36061017200",5293
"36103146604",3
"36047096200",7
"36081118500",4
"36047002000",46
"36005025600",3
"36005026702",3
"36103146605",2
"36081080900",38
"36081040900",24
"36061003001",70125
"36059413900",3
"36005039300",5
"36081046900",140
"36005034800",4
"36047054400",5
"36081015400",14
"36005025500",8
"36081049900",94
"36047042200",15
"36005041300",7
"36005002300",112
"36081003700",375
"36059407302",3
"36005038000",5
"36119001402",8
"36061017500",42943
"36061008100",79845
"36047067200",8
"36005041500",9
"36047011800",10
"36047016800",5
"36047034800",22
"36081056200",1
"36047020200",4
"36005035000",1
"36047122000",10
"36005034200",3
"36047061200",4
"36047014800",4
"36047020500",594
"36005051600",5
"36047031100",114
"36005040900",23
"36005043500",38
"36081009400",3
"36047095600",4
"36047008600",3
"36061018000",6136
"36059410100",6
"36077591500",1
"36047074200",13
"36047070202",7
"36071014102",1
"36047079200",61
"36047008800",32
"36119007402",1
"36047062800",3
"36047043100",228
"36061023900",141
"36081075702",93
"36119000103",2
"36005036000",4
"36081073900",484
"36005017100",3
"36059414001",1
"36047005202",3
"36081055600",3
"36005041800",4
"36119006700",6
"36081119100",3
"36119011400",13
"36119003800",1
"36103111504",1
"36047097400",10
"36081101700",7
"36081109300",4
"36119000104",1
"36081012000",12
"36085012805",1
"36081023000",33
"36061024900",27
"36061019300",15063
"36085012100",1
"36061019000",2104
"36047044800",116
"36005027900",19
"36081024900",1403
"36047008500",44
"36079010800",1
"36005003800",1
"36081026400",2
"36061010200",118409
"36005008600",1
"36081018200",380
"36005015100",14
"36085029102",4
"36047099600",2
"36119013800",2
"36047011600",3
"36059409000",2
"36081038400",2
"36061000900",47455
"36081029500",704
"36103110901",2
"36005036300",7
"36047015900",1818
"36081010800",6
"36087010802",1
"36081101001",4
"36081061000",1
"36085027702",1
"36119013102",1
"36005002000",9
"36047092800",3
"36061026500",1291
"36081027900",180
"36061022500",2761
"36047061004",10
"36081029700",484
"36005001600",8
"36047014700",92
"36081018700",322
"36005004100",41
"36103111100",1
"36061012100",93691
"36061012500",143382
"36005025100",18
"36061023502",133
"36059301300",7
"36005038900",19
"36081055800",1
"36081150702",3
"36047048100",834
"36081015600",17
"36081056800",13
"36047059401",5
