"geoid","total"
"36047020500",937
"36005051600",21
"36047031100",121
"36005040900",22
"36005043500",50
"36081009400",4
"36005039600",3
"36047008600",6
"36047095600",8
"36061018000",6843
"36047017400",2
"36047074200",4
"36047070202",10
"36047079200",64
"36047008800",46
"36047062800",8
"36047043100",247
"36061023900",148
"36081075702",80
"36119000103",2
"36081073900",489
"36005017100",3
"36059518100",1
"36047005202",6
"36081055600",2
"36005041800",2
"36119006700",5
"36081119100",2
"36119011400",3
"36119003800",5
"36103111504",1
"36047097400",6
"36081101700",6
"36081109300",3
"36119000104",3
"36081012000",20
"36059408200",1
"36085012805",1
"36081023000",26
"36061024900",17
"36061019300",16078
"36061019000",2613
"36047044800",94
"36005027900",13
"36081024900",1406
"36047008500",33
"36081026400",2
"36061010200",142272
"36005008600",2
"36081018200",290
"36005015100",30
"36085029102",1
"36071010102",1
"36047099600",3
"36119013800",1
"36085009602",2
"36047011600",6
"36081038400",2
"36061000900",50883
"36085020803",1
"36081029500",548
"36119004100",2
"36005036300",5
"36047015900",2187
"36081010800",4
"36087010802",1
"36081101001",5
"36081061000",1
"36085027702",2
"36119013102",4
"36005002000",5
"36047092800",3
"36061026500",1465
"36081027900",205
"36061022500",3213
"36005045800",2
"36047061004",7
"36081029700",519
"36005001600",19
"36081051800",1
"36047014700",125
"36081018700",325
"36059411302",4
"36005004100",61
"36103111100",1
"36061012100",102934
"36103112212",1
"36061012500",155218
"36005025100",23
"36061023502",146
"36059301300",3
"36005038900",18
"36081055800",2
"36081150702",5
"36047048100",775
"36081015600",14
"36081056800",24
"36047059401",5
"36005033000",13
"36005036501",12
"36081058200",2
"36081040400",8
"36047036600",11
"36047085800",6
"36061002500",1200
"36061011600",57968
"36081071305",86
"36081058500",22
"36047070201",3
"36081048300",386
"36005044901",21
"36005002400",7
"36061028300",91
"36059990400",5
"36119003700",1
"36005020501",57
"36047069000",1
"36103122502",1
"36081041500",6
"36121970500",1
"36103123801",1
"36047059402",9
"36081068700",242
"36047042000",53
"36081094201",2
"36081157901",30
"36061030300",194
"36081025100",981
"36047031500",674
"36081053500",80
"36059519802",2
"36081003300",14375
"36059303800",6
"36081027500",125
"36103112210",5
"36119002600",1
"36081007900",1297
"36047022100",480
"36047008000",76
"36047005000",2
"36047044100",78
"36047035100",128
"36047019900",1582
"36005009600",32
"36081014100",393
"36047029100",73
"36061016100",40697
"36047039800",7
"36047035601",5
"36061014500",132524
"36047107000",33
"36047120800",18
"36047050804",110
"36119010500",2
"36047011400",19
"36047040100",102
"36047009000",19
"36047090600",7
"36085013203",1
"36047025100",160
"36005037504",14
"36119010100",7
"36081060100",19
"36047048200",103
"36081005300",2591
"36005018500",66
"36005021002",18
"36081054800",1
"36047023000",11
"36061015700",66856
"36047100400",1
"36081006201",11
"36005044800",2
"36085020801",1
"36119009703",7
"36047056400",1
"36085001700",2
"36047026000",4
"36047111800",4
"36047013500",1603
"36047041300",36
"36081118900",3
"36047030500",930
"36047024400",7
"36005016900",8
"36081025301",2582
"36005024300",15
"36081087100",219
"36005018400",8
"36081043702",42
"36047120200",17
"36047011200",22
"36087012800",1
"36119003400",3
"36081028400",7
"36005013000",6
"36047024100",948
"36047081400",21
"36081114100",2
"36047006900",4413
"36061013400",87430
"36081007100",3573
"36047065000",6
"36081099703",5
"36059301600",4
"36047051001",53
"36119013103",4
"36071014900",2
"36081004401",14
"36047025200",19
"36047024700",642
"36047034500",49
"36081018000",12
"36047056800",1
"36047055600",6
"36081010600",12
"36047082400",28
"36059302502",7
"36081018300",4073
"36081048900",264
"36061014801",41981
"36085014605",1
"36047003900",3273
"36005015900",10
"36059416600",11
"36081016900",1066
"36059409900",8
"36047056900",4970
"36081014800",19
"36005023502",13
"36071015200",1
"36059409700",4
"36081003400",15
"36119009701",1
"36085032300",1
"36081124100",9
"36061011700",47102
"36081048400",1
"36061008601",20475
"36119001504",5
"36047024300",858
"36047041402",5
"36081121500",20
"36047038200",2
"36081056000",3
"36085004000",7
"36087013402",6
"36047068000",5
"36061026900",169
"36061030900",93
"36081013800",18
"36081119500",13
"36047069200",1
"36081045400",64
"36059520700",1
"36061014700",9472
"36047051602",34
"36059415600",2
"36047024800",5
"36081069500",106
"36047114400",41
"36085005900",2
"36047000501",1758
"36047045000",85
"36047023500",522
"36061020600",951
"36081007500",2303
"36081024000",25
"36047093000",4
"36081017900",4610
"36103158206",1
"36047063600",1
"36047016700",333
"36005003100",16
"36061001502",44564
"36119005400",5
"36047028100",187
"36119011000",1
"36005033500",29
"36085018702",1
"36061031100",83
"36047042300",783
"36047020400",5
"36081025400",14
"36059413001",1
"36081037100",79
"36061024100",1928
"36047105801",10
"36119007700",7
"36059407802",1
"36081016600",4
"36081012301",173
"36081071600",222074
"36047050300",3008
"36081085300",83
"36047002300",546
"36047092400",24
"36005005200",2
"36075020500",2
"36059519703",2
"36081019600",1
"36059406702",1
"36061011500",106688
"36059302900",4
"36005001900",892
"36047005601",9
"36005007100",77
"36059411901",3
"36081018102",2531
"36047117400",7
"36081054700",18
"36047086400",15
"36047031300",205
"36005021700",28
"36119008401",2
"36061002601",8085
"36047021500",1004
"36085027900",1
"36081035800",11
"36005022701",31
"36059303302",1
"36047059100",658
"36047048800",51
"36005022101",9
"36081064500",10
"36047105804",16
"36061030700",78
"36005012701",5
"36005035100",27
"36081058000",7
"36047016400",8
"36047047400",2
"36047085400",8
"36061022900",3498
"36119000101",3
"36047114201",12
"36047083600",11
"36119011500",2
"36059415500",1
"36081068000",27
"36081030904",271
"36059520001",1
"36047110600",3
"36081001900",7831
"36119005702",1
"36081016800",4
"36047000100",2962
"36061013500",61684
"36061008300",126903
"36059414202",2
"36081044800",21
"36081146700",16
"36005039000",6
"36047056300",1164
"36005037300",18
"36081128300",8
"36005033800",7
"36047050801",140
"36047041000",5
"36081043900",33
"36081063500",2
"36005032800",7
"36005017901",20
"36081055300",57
"36005006700",54
"36047043500",43
"36103135401",1
"36081090700",62
"36005031400",1
"36119000203",7
"36005023301",15
"36081028000",1
"36081114700",1
"36047038600",13
"36047023600",7
"36005026400",13
"36047038500",94
"36047011700",458
"36081004700",1785
"36047047200",1
"36081038100",47
"36047097000",3
"36047111000",5
"36047059000",4
"36103110101",1
"36059409400",1
"36061023501",323
"36047027400",3
"36085000700",2
"36081157101",27
"36047010100",309
"36005025400",9
"36047029400",10
"36061010601",36670
"36061020102",4824
"36047061600",18
