external_id,date,videos,view_count
UCzWQYUVCpZqtN93H8RR44Qw,2015-04-1,61,4800000
UCE1q34IyY27CI31HFkeng0Q,2013-02-1,55,88000
UCE1q34IyY27CI31HFkeng0Q,2013-03-1,4,15000
UCE1q34IyY27CI31HFkeng0Q,2013-04-1,12,49000
UCE1q34IyY27CI31HFkeng0Q,2014-08-1,175,3800000
UCE1q34IyY27CI31HFkeng0Q,2014-09-1,11,620000
UCE1q34IyY27CI31HFkeng0Q,2014-11-1,1,180000
UCE1q34IyY27CI31HFkeng0Q,2014-12-1,21,8.00E+05
UCE1q34IyY27CI31HFkeng0Q,2015-01-1,8,470000
UCE1q34IyY27CI31HFkeng0Q,2015-02-1,10,1400000
UCE1q34IyY27CI31HFkeng0Q,2015-03-1,7,1200000
UCE1q34IyY27CI31HFkeng0Q,2015-04-1,27,530000
UC_yCORmIAJntXQDSHs4iFcw,2012-10-1,9,1700000
UC_yCORmIAJntXQDSHs4iFcw,2012-11-1,1,440000
UC_yCORmIAJntXQDSHs4iFcw,2013-01-1,3,5900000
UC_yCORmIAJntXQDSHs4iFcw,2013-03-1,1,69000
UC_yCORmIAJntXQDSHs4iFcw,2014-02-1,1,330000
UC_yCORmIAJntXQDSHs4iFcw,2014-04-1,1,950000
UC_yCORmIAJntXQDSHs4iFcw,2014-05-1,2,1500000
UC_yCORmIAJntXQDSHs4iFcw,2014-06-1,1,620000
UC_yCORmIAJntXQDSHs4iFcw,2014-07-1,2,3600000
UC_yCORmIAJntXQDSHs4iFcw,2014-10-1,1,4.00E+05
UC_yCORmIAJntXQDSHs4iFcw,2014-12-1,7,7.00E+06
UC_yCORmIAJntXQDSHs4iFcw,2015-01-1,1,23000
UC_yCORmIAJntXQDSHs4iFcw,2015-02-1,1,310000
UC_yCORmIAJntXQDSHs4iFcw,2015-03-1,1,22000
UCyBQbjyvfPlnoPJmnFHJXTg,2013-04-1,1,840000
UCyBQbjyvfPlnoPJmnFHJXTg,2013-07-1,1,3200000
UCyBQbjyvfPlnoPJmnFHJXTg,2013-08-1,1,13000
UCyBQbjyvfPlnoPJmnFHJXTg,2013-10-1,1,20000
UCyBQbjyvfPlnoPJmnFHJXTg,2013-11-1,2,1700000
UCyBQbjyvfPlnoPJmnFHJXTg,2013-12-1,5,250000
UCyBQbjyvfPlnoPJmnFHJXTg,2014-03-1,3,320000
UCyBQbjyvfPlnoPJmnFHJXTg,2014-04-1,2,7.00E+06
UCyBQbjyvfPlnoPJmnFHJXTg,2014-06-1,2,26000
UCyBQbjyvfPlnoPJmnFHJXTg,2014-07-1,4,1.00E+06
UCyBQbjyvfPlnoPJmnFHJXTg,2014-08-1,1,1.00E+07
UCyBQbjyvfPlnoPJmnFHJXTg,2014-09-1,2,35000
UCyBQbjyvfPlnoPJmnFHJXTg,2014-10-1,1,16000
UCyBQbjyvfPlnoPJmnFHJXTg,2014-11-1,2,31000
UCyBQbjyvfPlnoPJmnFHJXTg,2015-01-1,1,4600000
UCyBQbjyvfPlnoPJmnFHJXTg,2015-02-1,1,1300000
UCyBQbjyvfPlnoPJmnFHJXTg,2015-03-1,1,3000
UCpZ_DI-ZugwMzXcqccaTVsg,2012-10-1,2,2800000
UCpZ_DI-ZugwMzXcqccaTVsg,2012-11-1,5,2100000
UCpZ_DI-ZugwMzXcqccaTVsg,2012-12-1,4,2100000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-01-1,5,2400000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-02-1,5,2400000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-03-1,8,4500000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-04-1,6,2400000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-05-1,5,2600000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-06-1,5,4200000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-07-1,2,2100000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-08-1,4,1400000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-09-1,7,6300000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-10-1,7,8200000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-11-1,12,9500000
UCpZ_DI-ZugwMzXcqccaTVsg,2013-12-1,11,5600000
UCpZ_DI-ZugwMzXcqccaTVsg,2014-01-1,12,1.10E+07
UCpZ_DI-ZugwMzXcqccaTVsg,2014-02-1,6,3800000
UCpZ_DI-ZugwMzXcqccaTVsg,2014-03-1,11,7400000
UCpZ_DI-ZugwMzXcqccaTVsg,2014-04-1,11,8200000
UCpZ_DI-ZugwMzXcqccaTVsg,2014-05-1,8,5.00E+06
UCpZ_DI-ZugwMzXcqccaTVsg,2014-06-1,10,9200000
UCpZ_DI-ZugwMzXcqccaTVsg,2014-07-1,10,1.30E+07
UCpZ_DI-ZugwMzXcqccaTVsg,2014-08-1,8,8100000
UCpZ_DI-ZugwMzXcqccaTVsg,2014-09-1,9,1.10E+07
UCpZ_DI-ZugwMzXcqccaTVsg,2014-10-1,8,7700000
UCpZ_DI-ZugwMzXcqccaTVsg,2014-11-1,12,9800000
UCpZ_DI-ZugwMzXcqccaTVsg,2014-12-1,15,1.90E+07
UCpZ_DI-ZugwMzXcqccaTVsg,2015-01-1,9,1.10E+07
UCpZ_DI-ZugwMzXcqccaTVsg,2015-02-1,8,1.10E+07
UCpZ_DI-ZugwMzXcqccaTVsg,2015-03-1,9,1.30E+07
UCpZ_DI-ZugwMzXcqccaTVsg,2015-04-1,6,8200000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-01-1,5,250000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-02-1,28,730000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-03-1,34,1100000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-04-1,31,730000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-05-1,32,670000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-06-1,32,1200000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-07-1,31,5900000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-08-1,31,2300000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-09-1,30,3500000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-10-1,31,3700000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-11-1,31,2300000
UCyCyTe_1bT2aIPwG_gxbyeg,2013-12-1,31,1900000
UCyCyTe_1bT2aIPwG_gxbyeg,2014-01-1,32,2300000
UCyCyTe_1bT2aIPwG_gxbyeg,2014-02-1,29,2.00E+06
UCyCyTe_1bT2aIPwG_gxbyeg,2014-03-1,31,2100000
UCyCyTe_1bT2aIPwG_gxbyeg,2014-04-1,30,4500000
UCyCyTe_1bT2aIPwG_gxbyeg,2014-05-1,32,3500000
UCyCyTe_1bT2aIPwG_gxbyeg,2014-06-1,30,2.10E+07
UCyCyTe_1bT2aIPwG_gxbyeg,2014-07-1,31,7700000
UCyCyTe_1bT2aIPwG_gxbyeg,2014-08-1,31,5600000
UCyCyTe_1bT2aIPwG_gxbyeg,2014-09-1,30,5900000
UCyCyTe_1bT2aIPwG_gxbyeg,2014-10-1,31,7600000
UCyCyTe_1bT2aIPwG_gxbyeg,2014-11-1,30,5.00E+06
UCyCyTe_1bT2aIPwG_gxbyeg,2014-12-1,31,8200000
UCyCyTe_1bT2aIPwG_gxbyeg,2015-01-1,33,6300000
UCyCyTe_1bT2aIPwG_gxbyeg,2015-02-1,28,5100000
UCyCyTe_1bT2aIPwG_gxbyeg,2015-03-1,31,8400000
UCyCyTe_1bT2aIPwG_gxbyeg,2015-04-1,30,8700000
UCMuPLU5S9vVC5tZAiPVt4HA,2010-08-1,1,110000
UCMuPLU5S9vVC5tZAiPVt4HA,2010-11-1,1,34000
UCMuPLU5S9vVC5tZAiPVt4HA,2010-12-1,1,40000
UCMuPLU5S9vVC5tZAiPVt4HA,2011-02-1,2,150000
UCMuPLU5S9vVC5tZAiPVt4HA,2011-05-1,1,1.00E+05
UCMuPLU5S9vVC5tZAiPVt4HA,2011-06-1,1,140000
UCMuPLU5S9vVC5tZAiPVt4HA,2011-08-1,1,69000
UCMuPLU5S9vVC5tZAiPVt4HA,2011-09-1,1,66000
UCMuPLU5S9vVC5tZAiPVt4HA,2011-10-1,1,92000
UCMuPLU5S9vVC5tZAiPVt4HA,2011-11-1,2,120000
UCMuPLU5S9vVC5tZAiPVt4HA,2011-12-1,1,75000
UCMuPLU5S9vVC5tZAiPVt4HA,2012-01-1,1,120000
UCMuPLU5S9vVC5tZAiPVt4HA,2012-02-1,1,150000
UCMuPLU5S9vVC5tZAiPVt4HA,2012-05-1,1,190000
UCMuPLU5S9vVC5tZAiPVt4HA,2012-09-1,2,3.00E+05
UCMuPLU5S9vVC5tZAiPVt4HA,2013-04-1,7,630000
UCMuPLU5S9vVC5tZAiPVt4HA,2013-05-1,9,750000
UCMuPLU5S9vVC5tZAiPVt4HA,2013-06-1,6,480000
UCMuPLU5S9vVC5tZAiPVt4HA,2013-07-1,3,220000
UCMuPLU5S9vVC5tZAiPVt4HA,2013-08-1,5,480000
UCMuPLU5S9vVC5tZAiPVt4HA,2013-09-1,4,370000
UCMuPLU5S9vVC5tZAiPVt4HA,2013-10-1,2,140000
UCMuPLU5S9vVC5tZAiPVt4HA,2013-11-1,5,350000
UCMuPLU5S9vVC5tZAiPVt4HA,2013-12-1,7,510000
UCMuPLU5S9vVC5tZAiPVt4HA,2014-01-1,1,1.00E+05
UCMuPLU5S9vVC5tZAiPVt4HA,2014-03-1,3,190000
UCMuPLU5S9vVC5tZAiPVt4HA,2014-05-1,2,99000
UCMuPLU5S9vVC5tZAiPVt4HA,2014-06-1,6,420000
UCMuPLU5S9vVC5tZAiPVt4HA,2014-07-1,5,290000
UCMuPLU5S9vVC5tZAiPVt4HA,2014-08-1,4,260000
UCMuPLU5S9vVC5tZAiPVt4HA,2014-09-1,20,1200000
UCMuPLU5S9vVC5tZAiPVt4HA,2014-10-1,14,790000
UCMuPLU5S9vVC5tZAiPVt4HA,2014-11-1,25,1500000
UCMuPLU5S9vVC5tZAiPVt4HA,2014-12-1,20,1400000
UCMuPLU5S9vVC5tZAiPVt4HA,2015-01-1,24,1600000
UCMuPLU5S9vVC5tZAiPVt4HA,2015-02-1,17,1400000
UCMuPLU5S9vVC5tZAiPVt4HA,2015-03-1,26,2.00E+06
UCMuPLU5S9vVC5tZAiPVt4HA,2015-04-1,24,1900000
UCgJjd8J5moTQSwnCIx4WSIw,2014-03-1,10,6.30E+07
UCgJjd8J5moTQSwnCIx4WSIw,2014-04-1,10,3.20E+07
UCgJjd8J5moTQSwnCIx4WSIw,2014-05-1,12,4.80E+07
UCgJjd8J5moTQSwnCIx4WSIw,2014-06-1,12,3.60E+07
UCgJjd8J5moTQSwnCIx4WSIw,2014-07-1,11,6.10E+07
UCgJjd8J5moTQSwnCIx4WSIw,2014-08-1,5,2.40E+07
UCgJjd8J5moTQSwnCIx4WSIw,2014-09-1,5,1.60E+07
UCgJjd8J5moTQSwnCIx4WSIw,2014-10-1,7,2.50E+07
UCgJjd8J5moTQSwnCIx4WSIw,2014-11-1,4,1.20E+07
UCgJjd8J5moTQSwnCIx4WSIw,2014-12-1,6,1.50E+07
UCgJjd8J5moTQSwnCIx4WSIw,2015-01-1,4,1.70E+07
UCgJjd8J5moTQSwnCIx4WSIw,2015-02-1,4,1.40E+07
UCgJjd8J5moTQSwnCIx4WSIw,2015-03-1,9,1.20E+07
UCgJjd8J5moTQSwnCIx4WSIw,2015-04-1,11,7600000
UCHIwQiZhIn6fm5b_IilqBbQ,2012-10-1,1,15000
UCHIwQiZhIn6fm5b_IilqBbQ,2012-11-1,46,56000
UCHIwQiZhIn6fm5b_IilqBbQ,2012-12-1,85,45000
UCHIwQiZhIn6fm5b_IilqBbQ,2013-01-1,110,43000
UCHIwQiZhIn6fm5b_IilqBbQ,2013-02-1,100,28000
UCHIwQiZhIn6fm5b_IilqBbQ,2013-03-1,124,51000
UCHIwQiZhIn6fm5b_IilqBbQ,2013-04-1,132,890000
UCHIwQiZhIn6fm5b_IilqBbQ,2013-05-1,107,1.00E+05
UCHIwQiZhIn6fm5b_IilqBbQ,2013-06-1,76,58000
UCHIwQiZhIn6fm5b_IilqBbQ,2013-07-1,5,5000
UCHIwQiZhIn6fm5b_IilqBbQ,2013-08-1,58,120000
UCHIwQiZhIn6fm5b_IilqBbQ,2013-09-1,36,810000
UCHIwQiZhIn6fm5b_IilqBbQ,2013-10-1,49,410000
UCHIwQiZhIn6fm5b_IilqBbQ,2013-11-1,47,990000
UCHIwQiZhIn6fm5b_IilqBbQ,2013-12-1,51,2500000
UCHIwQiZhIn6fm5b_IilqBbQ,2014-01-1,48,1900000
UCHIwQiZhIn6fm5b_IilqBbQ,2014-02-1,50,2900000
UCHIwQiZhIn6fm5b_IilqBbQ,2014-03-1,84,6700000
UCHIwQiZhIn6fm5b_IilqBbQ,2014-04-1,79,5100000
UCHIwQiZhIn6fm5b_IilqBbQ,2014-05-1,73,4100000
UCHIwQiZhIn6fm5b_IilqBbQ,2014-06-1,76,4200000
UCHIwQiZhIn6fm5b_IilqBbQ,2014-07-1,83,5700000
UCHIwQiZhIn6fm5b_IilqBbQ,2014-08-1,98,9900000
UCHIwQiZhIn6fm5b_IilqBbQ,2014-09-1,134,1.50E+07
UCHIwQiZhIn6fm5b_IilqBbQ,2014-10-1,234,2.70E+07
UCHIwQiZhIn6fm5b_IilqBbQ,2014-11-1,237,3.20E+07
UCHIwQiZhIn6fm5b_IilqBbQ,2014-12-1,247,4.10E+07
UCHIwQiZhIn6fm5b_IilqBbQ,2015-01-1,242,3.60E+07
UCHIwQiZhIn6fm5b_IilqBbQ,2015-02-1,242,3.40E+07
UCHIwQiZhIn6fm5b_IilqBbQ,2015-03-1,290,4.30E+07
UCHIwQiZhIn6fm5b_IilqBbQ,2015-04-1,272,3.50E+07
UCNSH6TNRZA794tl8fMeffFQ,2013-10-1,25,1600000
UCNSH6TNRZA794tl8fMeffFQ,2013-11-1,27,1.00E+07
UCNSH6TNRZA794tl8fMeffFQ,2013-12-1,11,760000
UCNSH6TNRZA794tl8fMeffFQ,2014-01-1,17,1400000
UCNSH6TNRZA794tl8fMeffFQ,2014-02-1,8,230000
UCNSH6TNRZA794tl8fMeffFQ,2014-03-1,13,570000
UCNSH6TNRZA794tl8fMeffFQ,2014-04-1,9,1400000
UCNSH6TNRZA794tl8fMeffFQ,2014-05-1,15,660000
UCNSH6TNRZA794tl8fMeffFQ,2014-06-1,63,1.00E+08
UCNSH6TNRZA794tl8fMeffFQ,2014-07-1,1,230000
UCNSH6TNRZA794tl8fMeffFQ,2014-08-1,47,2700000
UCNSH6TNRZA794tl8fMeffFQ,2014-09-1,34,1.30E+07
UCNSH6TNRZA794tl8fMeffFQ,2014-10-1,22,3500000
UCNSH6TNRZA794tl8fMeffFQ,2014-11-1,16,1900000
UCNSH6TNRZA794tl8fMeffFQ,2014-12-1,12,3600000
UCNSH6TNRZA794tl8fMeffFQ,2015-01-1,12,820000
UCNSH6TNRZA794tl8fMeffFQ,2015-02-1,4,240000
UCNSH6TNRZA794tl8fMeffFQ,2015-04-1,4,71000
UCd__wqtElchTWpFISZSvKCg,2014-02-1,1,5000
UCd__wqtElchTWpFISZSvKCg,2014-04-1,10,3100000
UCd__wqtElchTWpFISZSvKCg,2014-05-1,18,8400000
UCd__wqtElchTWpFISZSvKCg,2014-06-1,22,1.70E+07
UCd__wqtElchTWpFISZSvKCg,2014-07-1,20,8500000
UCd__wqtElchTWpFISZSvKCg,2014-08-1,5,3400000
UCd__wqtElchTWpFISZSvKCg,2014-09-1,10,4700000
UCd__wqtElchTWpFISZSvKCg,2014-10-1,7,6800000
UCd__wqtElchTWpFISZSvKCg,2014-11-1,8,3800000
UCd__wqtElchTWpFISZSvKCg,2014-12-1,7,5.00E+06
UCd__wqtElchTWpFISZSvKCg,2015-01-1,3,560000
UCd__wqtElchTWpFISZSvKCg,2015-02-1,7,7100000
UCd__wqtElchTWpFISZSvKCg,2015-03-1,10,5800000
UCd__wqtElchTWpFISZSvKCg,2015-04-1,19,3900000
UCEUf_uUDUfJJ3XfgwOxm-0A,2007-09-1,3,15000
UCEUf_uUDUfJJ3XfgwOxm-0A,2008-08-1,2,10000
UCEUf_uUDUfJJ3XfgwOxm-0A,2008-09-1,1,2000
UCEUf_uUDUfJJ3XfgwOxm-0A,2008-12-1,2,2000
UCEUf_uUDUfJJ3XfgwOxm-0A,2009-06-1,1,1000
UCEUf_uUDUfJJ3XfgwOxm-0A,2009-07-1,1,1000
UCEUf_uUDUfJJ3XfgwOxm-0A,2009-10-1,2,6000
UCEUf_uUDUfJJ3XfgwOxm-0A,2010-02-1,3,24000
UCEUf_uUDUfJJ3XfgwOxm-0A,2010-11-1,1,46000
UCEUf_uUDUfJJ3XfgwOxm-0A,2010-12-1,2,14000
UCEUf_uUDUfJJ3XfgwOxm-0A,2011-01-1,1,37000
UCEUf_uUDUfJJ3XfgwOxm-0A,2012-04-1,5,140000
UCEUf_uUDUfJJ3XfgwOxm-0A,2012-09-1,5,450000
UCEUf_uUDUfJJ3XfgwOxm-0A,2012-10-1,5,3600000
UCEUf_uUDUfJJ3XfgwOxm-0A,2012-11-1,2,3200000
UCEUf_uUDUfJJ3XfgwOxm-0A,2012-12-1,1,340000
UCEUf_uUDUfJJ3XfgwOxm-0A,2013-02-1,4,5400000
UCEUf_uUDUfJJ3XfgwOxm-0A,2013-03-1,4,1.60E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2013-04-1,4,4500000
UCEUf_uUDUfJJ3XfgwOxm-0A,2013-05-1,4,4500000
UCEUf_uUDUfJJ3XfgwOxm-0A,2013-06-1,4,6300000
UCEUf_uUDUfJJ3XfgwOxm-0A,2013-07-1,3,3400000
UCEUf_uUDUfJJ3XfgwOxm-0A,2013-08-1,4,7100000
UCEUf_uUDUfJJ3XfgwOxm-0A,2013-09-1,7,1.20E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2013-10-1,5,1.50E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2013-11-1,4,1.20E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2013-12-1,5,7400000
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-01-1,4,1.00E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-02-1,7,1.50E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-03-1,6,1.10E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-04-1,8,2.00E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-05-1,5,7500000
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-06-1,6,2.90E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-07-1,7,1.20E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-08-1,4,1.30E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-09-1,6,1.60E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-10-1,9,2.20E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-11-1,6,8100000
UCEUf_uUDUfJJ3XfgwOxm-0A,2014-12-1,7,1.00E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2015-01-1,5,1.50E+07
UCEUf_uUDUfJJ3XfgwOxm-0A,2015-02-1,4,1300000
UCEUf_uUDUfJJ3XfgwOxm-0A,2015-03-1,5,2500000
UCEUf_uUDUfJJ3XfgwOxm-0A,2015-04-1,6,2300000
UCRQebyNJm9YRyO5h0eWEVhw,2013-06-1,2,5100000
UCRQebyNJm9YRyO5h0eWEVhw,2013-07-1,4,5300000
UCRQebyNJm9YRyO5h0eWEVhw,2013-08-1,1,9300000
UCRQebyNJm9YRyO5h0eWEVhw,2013-09-1,3,3.00E+06
UCRQebyNJm9YRyO5h0eWEVhw,2013-10-1,2,2100000
UCRQebyNJm9YRyO5h0eWEVhw,2013-11-1,3,3300000
UCRQebyNJm9YRyO5h0eWEVhw,2013-12-1,2,1200000
UCRQebyNJm9YRyO5h0eWEVhw,2014-01-1,2,1.70E+07
UCRQebyNJm9YRyO5h0eWEVhw,2014-02-1,3,1.40E+07
UCRQebyNJm9YRyO5h0eWEVhw,2014-03-1,3,3.00E+06
UCRQebyNJm9YRyO5h0eWEVhw,2014-04-1,2,1100000
UCRQebyNJm9YRyO5h0eWEVhw,2014-05-1,3,2.40E+07
UCRQebyNJm9YRyO5h0eWEVhw,2014-06-1,2,1.20E+07
UCRQebyNJm9YRyO5h0eWEVhw,2014-07-1,4,1.10E+07
UCRQebyNJm9YRyO5h0eWEVhw,2014-08-1,3,3400000
UCRQebyNJm9YRyO5h0eWEVhw,2014-09-1,2,2800000
UCRQebyNJm9YRyO5h0eWEVhw,2014-10-1,4,2.00E+06
UCRQebyNJm9YRyO5h0eWEVhw,2014-11-1,5,4800000
UCRQebyNJm9YRyO5h0eWEVhw,2014-12-1,2,4200000
UCRQebyNJm9YRyO5h0eWEVhw,2015-01-1,3,1700000
UCRQebyNJm9YRyO5h0eWEVhw,2015-02-1,2,1.00E+06
UCRQebyNJm9YRyO5h0eWEVhw,2015-03-1,8,8800000
UCRQebyNJm9YRyO5h0eWEVhw,2015-04-1,6,2400000
UCERUmrDh9hmqEXBsnYFNTIA,2011-09-1,3,690000
UCERUmrDh9hmqEXBsnYFNTIA,2011-10-1,10,9.00E+05
UCERUmrDh9hmqEXBsnYFNTIA,2011-11-1,11,1100000
UCERUmrDh9hmqEXBsnYFNTIA,2011-12-1,8,670000
UCERUmrDh9hmqEXBsnYFNTIA,2012-01-1,9,680000
UCERUmrDh9hmqEXBsnYFNTIA,2012-02-1,15,770000
UCERUmrDh9hmqEXBsnYFNTIA,2012-03-1,19,8.00E+05
UCERUmrDh9hmqEXBsnYFNTIA,2012-04-1,14,970000
UCERUmrDh9hmqEXBsnYFNTIA,2012-05-1,15,540000
UCERUmrDh9hmqEXBsnYFNTIA,2012-06-1,16,1500000
UCERUmrDh9hmqEXBsnYFNTIA,2012-07-1,36,6200000
UCERUmrDh9hmqEXBsnYFNTIA,2012-08-1,28,7600000
UCERUmrDh9hmqEXBsnYFNTIA,2012-09-1,24,2800000
UCERUmrDh9hmqEXBsnYFNTIA,2012-10-1,29,4800000
UCERUmrDh9hmqEXBsnYFNTIA,2012-11-1,29,4300000
UCERUmrDh9hmqEXBsnYFNTIA,2012-12-1,31,6.00E+06
UCERUmrDh9hmqEXBsnYFNTIA,2013-01-1,25,3400000
UCERUmrDh9hmqEXBsnYFNTIA,2013-02-1,24,2900000
UCERUmrDh9hmqEXBsnYFNTIA,2013-03-1,26,5700000
UCERUmrDh9hmqEXBsnYFNTIA,2013-04-1,24,4700000
UCERUmrDh9hmqEXBsnYFNTIA,2013-05-1,31,6700000
UCERUmrDh9hmqEXBsnYFNTIA,2013-06-1,29,6100000
UCERUmrDh9hmqEXBsnYFNTIA,2013-07-1,28,4500000
UCERUmrDh9hmqEXBsnYFNTIA,2013-08-1,26,4900000
UCERUmrDh9hmqEXBsnYFNTIA,2013-09-1,27,6200000
UCERUmrDh9hmqEXBsnYFNTIA,2013-10-1,28,8800000
UCERUmrDh9hmqEXBsnYFNTIA,2013-11-1,27,1.30E+07
UCERUmrDh9hmqEXBsnYFNTIA,2013-12-1,30,7900000
UCERUmrDh9hmqEXBsnYFNTIA,2014-01-1,30,1.10E+07
UCERUmrDh9hmqEXBsnYFNTIA,2014-02-1,30,1.10E+07
UCERUmrDh9hmqEXBsnYFNTIA,2014-03-1,32,1.20E+07
UCERUmrDh9hmqEXBsnYFNTIA,2014-04-1,30,7100000
UCERUmrDh9hmqEXBsnYFNTIA,2014-05-1,32,1.10E+07
UCERUmrDh9hmqEXBsnYFNTIA,2014-06-1,32,1.30E+07
UCERUmrDh9hmqEXBsnYFNTIA,2014-07-1,34,1.70E+07
UCERUmrDh9hmqEXBsnYFNTIA,2014-08-1,35,1.60E+07
UCERUmrDh9hmqEXBsnYFNTIA,2014-09-1,34,2.20E+07
UCERUmrDh9hmqEXBsnYFNTIA,2014-10-1,36,1.80E+07
UCERUmrDh9hmqEXBsnYFNTIA,2014-11-1,34,1.70E+07
UCERUmrDh9hmqEXBsnYFNTIA,2014-12-1,30,1.10E+07
UCERUmrDh9hmqEXBsnYFNTIA,2015-01-1,35,1.40E+07
UCERUmrDh9hmqEXBsnYFNTIA,2015-02-1,29,1.20E+07
UCERUmrDh9hmqEXBsnYFNTIA,2015-03-1,31,1.40E+07
UCERUmrDh9hmqEXBsnYFNTIA,2015-04-1,29,1.40E+07
UC0rDDvHM7u_7aWgAojSXl1Q,2012-06-1,17,1700000
UC0rDDvHM7u_7aWgAojSXl1Q,2012-07-1,5,1100000
UC0rDDvHM7u_7aWgAojSXl1Q,2012-09-1,8,2.00E+06
UC0rDDvHM7u_7aWgAojSXl1Q,2012-10-1,2,1900000
UC0rDDvHM7u_7aWgAojSXl1Q,2012-11-1,1,1900000
UC0rDDvHM7u_7aWgAojSXl1Q,2012-12-1,2,3900000
UC0rDDvHM7u_7aWgAojSXl1Q,2013-02-1,1,1100000
UC0rDDvHM7u_7aWgAojSXl1Q,2013-05-1,1,6300000
UC0rDDvHM7u_7aWgAojSXl1Q,2013-06-1,1,1.10E+07
UC0rDDvHM7u_7aWgAojSXl1Q,2013-07-1,2,5.00E+06
UC0rDDvHM7u_7aWgAojSXl1Q,2013-08-1,1,1100000
UC0rDDvHM7u_7aWgAojSXl1Q,2013-10-1,2,4100000
UC0rDDvHM7u_7aWgAojSXl1Q,2013-11-1,2,4700000
UC0rDDvHM7u_7aWgAojSXl1Q,2013-12-1,1,420000
UC0rDDvHM7u_7aWgAojSXl1Q,2014-01-1,3,1400000
UC0rDDvHM7u_7aWgAojSXl1Q,2014-02-1,4,8.00E+06
UC0rDDvHM7u_7aWgAojSXl1Q,2014-03-1,1,1300000
UC0rDDvHM7u_7aWgAojSXl1Q,2014-04-1,3,1.30E+07
UC0rDDvHM7u_7aWgAojSXl1Q,2014-05-1,4,7300000
UC0rDDvHM7u_7aWgAojSXl1Q,2014-06-1,1,2.00E+06
UC0rDDvHM7u_7aWgAojSXl1Q,2014-07-1,4,1.60E+07
UC0rDDvHM7u_7aWgAojSXl1Q,2014-08-1,6,1.60E+07
UC0rDDvHM7u_7aWgAojSXl1Q,2014-09-1,4,8500000
UC0rDDvHM7u_7aWgAojSXl1Q,2014-10-1,6,1.40E+07
UC0rDDvHM7u_7aWgAojSXl1Q,2014-11-1,4,1.80E+07
UC0rDDvHM7u_7aWgAojSXl1Q,2014-12-1,3,7800000
UC0rDDvHM7u_7aWgAojSXl1Q,2015-01-1,5,1.60E+07
UC0rDDvHM7u_7aWgAojSXl1Q,2015-02-1,8,7900000
UC0rDDvHM7u_7aWgAojSXl1Q,2015-03-1,6,5600000
UC0rDDvHM7u_7aWgAojSXl1Q,2015-04-1,5,7400000
UC1l7wYrva1qCH-wgqcHaaRg,2011-06-1,1,2.10E+08
UC1l7wYrva1qCH-wgqcHaaRg,2011-07-1,2,1.60E+08
UC1l7wYrva1qCH-wgqcHaaRg,2011-09-1,1,3500000
UC1l7wYrva1qCH-wgqcHaaRg,2011-10-1,5,2.00E+08
UC1l7wYrva1qCH-wgqcHaaRg,2011-11-1,1,130000
UC1l7wYrva1qCH-wgqcHaaRg,2011-12-1,2,4.50E+08
UC1l7wYrva1qCH-wgqcHaaRg,2012-01-1,2,2.70E+08
UC1l7wYrva1qCH-wgqcHaaRg,2012-02-1,3,2700000
UC1l7wYrva1qCH-wgqcHaaRg,2012-03-1,1,1300000
UC1l7wYrva1qCH-wgqcHaaRg,2012-04-1,5,2.90E+07
