year_month,external_id,subscriber_count
2013-02-1,UCNo5XtuaFJ-U4GTthn54pag,400
2013-02-1,UCSZ69a-0I1RRdNssyttBFcA,325300
2013-02-1,UCyCm59DXgQzgIddBPI00Bgg,1300
2013-02-1,UCOzdP6ZlqpPKDdx7zibzJmw,8400
2013-02-1,UCjBO43ykxlSs3j7F7EXcBUQ,154400
2013-02-1,UCWV3obpZVGgJ3j9FVhEjF2Q,416900
2013-02-1,UCyEd6QBSgat5kkC6svyjudA,7400
2013-02-1,UCe2lzwsff4Jr-CrMxDVVF5A,600
2013-02-1,UCkpS96fmTFa8gGVWJx2uVAA,2000
2013-02-1,UCJ6jdm9qTla9Lp3Jf-TPwbg,4000
2013-02-1,UCg-YSRB6TsIq-c5PUZ0F1Jg,18800
2013-02-1,UCnzbVkknmqhRqUKg7RDTDeg,719900
2013-02-1,UCRWFSbif-RFENbBrSiez1DA,14600
2013-02-1,UCPT9_sNLoBLjH1uea7zpVIA,1389300
2013-02-1,UChI4p4l9OlVJ41c6AYQBtlw,5000
2013-02-1,UCOsyDsO5tIt-VZ1iwjdQmew,19700
2013-02-1,UC8ZcDHb1WKZnzmDCUoT8IVA,0
2013-02-1,UCbVNBFaRkgL-6kg92q1fsYw,100
2013-02-1,UCIJwWYOfsCfz6PjxbONYXSg,284000
2013-02-1,UC52X5wxOL_s5yw0dQk7NtgA,313200
2013-02-1,UCvrhwpnp2DHYQ1CbXby9ypQ,138200
2013-02-1,UCBSVw6f8KBFLn7r1cQsFhLw,20200
2013-02-1,UC0QpXwNHik1793EYNGZcOoA,200
2013-02-1,UCnpy6aaJeb29DZJ8bsCgRiQ,5900
2013-02-1,UCvthuVsurPaVz2a7_4LepGg,1600
2013-02-1,UCa6Hg8HmooiDNaCT0_1NbQQ,2800
2013-02-1,UC-CTI1v_cfX9Q0pWS0QhDWg,300
2013-02-1,UCoGDh1Xa3kUCpok24JN5DKA,897700
2013-02-1,UCjvqqA-Eogozfm244OhUESw,87700
2013-02-1,UC1WEOQjm8tyT1pXY6xaoYZQ,10900
2013-02-1,UCZSUvJTxnp7ay48TUJAf4RQ,1700
2013-02-1,UClJlcmhUkErNMYGAbzoGd8A,11300
2013-02-1,UCppHT7SZKKvar4Oc9J4oljQ,202600
2013-02-1,UCfsVJuytT01LF52dnPRbssw,0
2013-02-1,UC7e-HT5JNFBruAKvADJrqFQ,1000
2013-02-1,UCBoXjMgqTNDcY395KJQkSRw,1500
2013-02-1,UC3djj8jS0370cu_ghKs_Ong,218500
2013-02-1,UCNMJyN1E369HwCI2viLCIyA,NA
2013-02-1,UCYv_csqWJTSfQK3vOZDJKQw,1100
2013-02-1,UCyRJT1Crn3uwKJ4VHHr0CBg,192700
2013-02-1,UCzNhowpzT4AwyIW7Unk_B5Q,133700
2013-02-1,UCsA_vkmuyIRlYYXeJueyIJQ,12700
2013-02-1,UCkEBDbzLyH-LbB2FgMoSMaQ,480200
2013-02-1,UCKd1OjLzqPNFmDMheIED7Mg,500
2013-02-1,UCM1Rrngv-XT2yHGxQK1tWUQ,0
2013-02-1,UCL9QTpkZUW8iW_0Y4XKWhrA,320900
2013-02-1,UCK1sVuXaDvJeNwl9noN5nOA,111900
2013-02-1,UCAoMPWcQKA_9Af5YhWdrZgw,2600
2013-02-1,UC37PFGlxWgx4tU6SlhPCdCw,2000
2013-02-1,UC6cqazSR6CnVMClY0bJI0Lg,191500
2013-02-1,UCB4BRxXp2TsMCe8kU29h3Qw,4000
2013-02-1,UCeWFTANmqJVW8HheFGxCDuA,NA
2013-02-1,UCkGf_kXNiDG_nXs4-WJkY-Q,NA
2013-02-1,UCTt2AnK--mnRmICnf-CCcrw,7100
2013-02-1,UCozTNWrw41RC5P447d2nuKw,0
2013-02-1,UC3FBdA2krgGmdGdqxqDjElA,500
2013-02-1,UCzNWVDZQ55bjq8uILZ7_wyQ,138700
2013-02-1,UCR0AnNR7sViH3TWMJl5jyxw,447000
2013-02-1,UCRpjHHu8ivVWs73uxHlWwFA,198200
2013-02-1,UCh0wrs-8ywjgZO7flfSmlqg,92700
2013-02-1,UCBi2mrWuNuyYy4gbM6fU18Q,288500
2013-02-1,UCYnFCmOHHNrLYlb3lE-yYjw,3900
2013-02-1,UC_LKhBiSqiBLbFC3wFY2BRA,141700
2013-02-1,UCCsj3Uk-cuVQejdoX-Pc_Lg,981600
2013-02-1,UCF2oW5-MO8dB6ul9WH9xi0A,240700
2013-02-1,UC1l7wYrva1qCH-wgqcHaaRg,2304400
2013-02-1,UC_Ds7nedV3NqYf0zhpYti4A,212100
2013-02-1,UCaDY8WjYWy36bnt0RVzSklw,77500
2013-02-1,UCtKnY1vJ37v-KPgejc2kkBQ,500
2013-02-1,UCdPG86Ahrf9A8YzBnFDAaEg,NA
2013-02-1,UCCTR5nIFvWBW9MeGEGPNG4g,254500
2013-02-1,UCxNkdjiN-zutIFvyH5g-c3g,400
2013-02-1,UC-FQUIVQ-bZiefzBiQAa8Fw,168300
2013-02-1,UCa31yJCxmmRfTUIMYrUQ3ew,NA
2013-02-1,UC7w8GnTF2Sp3wldDMtCCtVw,NA
2013-02-1,UCH0i7KfVUWJTrrgwyIltJMA,100
2013-02-1,UCx8LIRh6VuPamPrqYDNF2QQ,7500
2013-02-1,UCeSKbGqOF0Rqka0XPgvMxfQ,200
2013-02-1,UC-5d-QB8E4X9YYtRvU0We8A,1200
2013-02-1,UCcG6zooS9BlSgiT0_ICuD0A,40700
2013-02-1,UC9gFih9rw0zNCK3ZtoKQQyA,6267300
2013-02-1,UCddiUEpeqJcYeBxX1IVBKvQ,122200
2013-02-1,UC9diVCDUnRAB3buT1vLn4-w,200
2013-02-1,UCmk5QB4JE-RT3ig4kvtVYxg,NA
2013-02-1,UC1VOZroPEnEaDDEqnMtdgiw,7000
2013-02-1,UCuYx81nzzz4OFQrhbKDzTng,2933200
2013-02-1,UCDsO-0Yo5zpJk575nKXgMVA,4500900
2013-02-1,UCBdHwFIE4AJWSa3Wxdu7bAQ,319900
2013-02-1,UC8vXGfLggx4CAFsr2i0IoRA,3700
2013-02-1,UC0v-tlzsn0QZwJnkiaUSJVQ,2594200
2013-02-1,UCY30JRSgfhYXA6i6xX1erWg,7261800
2013-02-1,UCU6Yy6QttlTcwf96aafYHkQ,900
2013-02-1,UC4qk9TtGhBKCkoWz5qGJcGg,88400
2013-02-1,UCRdD55JrlRDzHeec3bKrH4g,13400
2013-02-1,UC32TdiIsh_5X8tKr_9rKQyA,50800
2013-02-1,UCmyGH1tjNBs2VFtVSAtmNOg,3100
2013-02-1,UCtJkNv0rghEOOiz87xT4C5A,897900
2013-02-1,UCe-gHr2O_LP7t0YJYHZQZlg,4900
2013-02-1,UCOmcA3f_RrH6b9NmcNa4tdg,285800
2013-02-1,UCLk9wddjT0F-HILLRFXodtg,5000
2013-02-1,UCW2OUlFrrWiZvSsZRwOYmNg,40800
2013-02-1,UC9ckyA_A3MfXUa0ttxMoIZw,4800
2013-02-1,UCNkKHBNLpH-Qc9OiXVU1XmQ,2400
2013-02-1,UCXbQzhqSvgVZTUyi1T4AU3w,316000
2013-02-1,UCleo0cLOSiib0W62-GK1KdQ,4700
2013-02-1,UCzq3sPpeNtk8zhez8WnWLHw,0
2013-02-1,UC7nGdI1YVbdj0lBqEeg8KxQ,102400
2013-02-1,UCH6vXjt-BA7QHl0KnfL-7RQ,1358200
2013-02-1,UCcF7lkZqxzI2asePTbksVdA,85800
2013-02-1,UCj5WaQjidIovKdKx2-hCtuw,400
2013-02-1,UCWJHDMgKWWvOsdyRF3HPVEw,136700
2013-02-1,UC026Lbh9_gRAReUL6hUGR_w,1500
2013-02-1,UCoZoRz4-y6r87ptDp4Jk74g,25100
2013-02-1,UC0fXNmjDoC7ckPyT6qM8Urw,100
2013-02-1,UCO_vmeInQm5Z6dEZ6R5Kk0A,211500
2013-02-1,UCh8bTHe4T8o7RIU7R5EPX-w,0
2013-02-1,UCT2X19JJaJGUN7mrYuImANQ,100100
2013-02-1,UCbCmjCuTUZos6Inko4u57UQ,22600
2013-02-1,UCgyqtNWZmIxTx3b6OxTSALw,100700
2013-02-1,UCmJ6eP-7_6gqm8moQukzd4A,5500
2013-02-1,UC-lHJZR3Gqxm24_Vd_AJ5Yw,4399300
2013-02-1,UCakQLdwrxuo0KhJ49Sq2csA,35100
2013-02-1,UCiBigY9XM-HaOxUc269ympg,4900
2013-02-1,UCD8bmW4A7eYzHrW7sXwsqwQ,NA
2013-02-1,UCXzaEAP-03qktmjNF2M4qLg,53500
2013-02-1,UCZLpYvytvI4PZCs4gmtzqgQ,0
2013-02-1,UCkLXELm63_pH7L-r-548kig,2500
2013-02-1,UCBxs6sUSOJ3UUATAi4rp30w,96600
2013-02-1,UCLF-kfM8ZxHQ9lW_lpu_thw,18600
2013-02-1,UCrkSGDjXXzkQYu2GGrXVEXw,100
2013-02-1,UC6PtMAu4aHLS2Cz9d1SkDfg,1500
2013-02-1,UCy9xDEfMD8jrXU3NatFLLtw,153100
2013-02-1,UC4f1zAG2BTkfOQV4_nFbpBQ,30400
2013-02-1,UCkbJc8jMcTXwhtmN5VMwfXg,2700
2013-02-1,UCUtZaxDF3hD5VK4xRYFBePQ,518800
2013-02-1,UCkDbLiXbx6CIRZuyW9sZK1g,7100
2013-02-1,UCfwx98Wty7LhdlkxL5PZyLA,33100
2013-02-1,UCHqibHqO1A1F66jHPvNmw_A,168900
2013-02-1,UCbD8EppRX3ZwJSou-TVo90A,583600
2013-02-1,UC5rBpVgv83gYPZ593XwQUsA,268000
2013-02-1,UCiCQS255rjjYYO2KmToErjw,NA
2013-02-1,UCK7IIV6Q2junGSdYK3BmZMg,182800
2013-02-1,UCNhqvQMXIgRfjAGmxQqdNRw,34100
2013-02-1,UCC7tqA6lA2QRw4BdrAEKFxg,18000
2013-02-1,UCULKp_WfpcnuqZsrjaK1DVw,63600
2013-02-1,UC3PYGKK29qJ0zu-eEthHK4g,10300
2013-02-1,UC6KUvtitNkyAZdJpR03DAHg,6400
2013-02-1,UC7_YxT-KID8kRbqZo7MyscQ,93000
2013-02-1,UCRDrPY1NcBSjut1q65-Ydbg,0
2013-02-1,UC9CuvdOVfMPvKCiwdGKL3cQ,555600
2013-02-1,UCyEobXxpYV2yOEmQAa6J4VQ,10900
2013-02-1,UCudeRz9YntRrmKBSqnHyKGQ,131900
2013-02-1,UCfyehHM_eo4g5JUyWmms2LA,198900
2013-02-1,UCFpI4b_m-449cePVasc2_8g,31000
2013-02-1,UCn-WnIG_oFOd11uKHESF_9w,7200
2013-02-1,UCUI17lXQLChtjCveKMq7Xbw,2700
2013-02-1,UCPUeGC_AL-OnDQORKhRm6iA,117800
2013-02-1,UCWwgaK7x0_FR1goeSRazfsQ,173700
2013-02-1,UCCGiOPUPTlQupYmDMpUxB4A,40800
2013-02-1,UCFYfgFdzvo6Knz1GfP5toGQ,84400
2013-02-1,UCH9ciCUcWavMsFcAJtLUSyw,1012800
2013-02-1,UCEWHPFNilsT0IfQfutVzsag,741700
2013-02-1,UCwn0jaGbgMkYioOWBzMog1Q,33100
2013-02-1,UCGS474QoP8SCnSo6hOCaayA,31300
2013-02-1,UCvB3solmhqtgDeLpD-yTtfg,409900
2013-02-1,UCVUdHi-tdW5AKdzMiTPG97Q,1400
2013-02-1,UCahpxixMCwoANAftn6IxkTg,199900
2013-02-1,UCqnbDFdCpuN8CMEg0VuEBqA,199000
2013-02-1,UCoMdktPbSTixAyNGwb-UYkQ,20200
2013-02-1,UCozAuGJZ5MPoijz8IE_1Gtw,98600
2013-02-1,UCwQSkyrft0ohf-ra21yIs9Q,99200
2013-02-1,UC7RCGWVd4j_WxIGalDkVi0w,2300
2013-02-1,UCeQEKFH31vvD-InkTGSvCrA,702200
2013-02-1,UCPDobokK10J8jnDtGgdyDtg,200
2013-02-1,UC70Dib4MvFfT1tU6MqeyHpQ,28700
2013-02-1,UCpuCos88YFmYxjHamHhEJhA,223200
2013-02-1,UCaO16EyoX6_064H0txQ0vZQ,700
2013-02-1,UC5x9HgKtKJKW61AF531hUoA,NA
2013-02-1,UCFns-k9UgOhVRnKHdynzU2A,654400
2013-02-1,UCrYnLkVfvVf0Qy0YOUQdk2A,65100
2013-02-1,UCQgcmn4OVaKczXEo45iT_fA,0
2013-02-1,UCYwrS5QvBY_JbSdbINLey6Q,129800
2013-02-1,UCKwGZZMrhNYKzucCtTPY2Nw,38700
2013-02-1,UC7HJ3_GvkRWqd8IXPKj1cFA,0
2013-02-1,UCpE6gpKewomi17XDyPfpFjA,22900
2013-02-1,UCgefQJC5UgbWJHDxBqB4qVg,1864500
2013-02-1,UCBMxQPhfM6nkhQ8vPfQhkCg,192000
2013-02-1,UCo_IB5145EVNcf8hw1Kku7w,73300
2013-02-1,UCpbG0QvrvdpBAegtY_ebeEw,7100
2013-02-1,UCudKvbd6gvbm5UCYRk5tZKA,500
2013-02-1,UCRVruzlQF5cqpw9jQgIgNdw,284500
2013-02-1,UClrEYreVkBee7ZQYei_6Jqg,2500
2013-02-1,UC10Tc1mzoPTibXDyVXFf9fw,2800
2013-02-1,UCk_5HwLfgy-eALpm879J5Ag,100
2013-02-1,UCrDkAvwZum-UTjHmzDI2iIw,2894800
2013-02-1,UCiBr0bK06imaMbLc8sAEz0A,188400
2013-02-1,UCu2Nnh9SBz5ax3NQFEnInyg,3300
2013-02-1,UCbg1xn1JhBqKpL2M6xi5-0A,5100
2013-02-1,UCTXeJ33DzXI2veQpKfrvaYw,3800
2013-02-1,UCZkcxFIsqW5htimoUQKA0iA,38100
2013-02-1,UCzlzGhKI5Y1LIeDJI53cWjQ,17000
2013-02-1,UC-L9KNntvOrGkFRmD9SE4fw,6100
2013-02-1,UCQsH5XtIc9hONE1BQjucM0g,132800
2013-02-1,UCgMPP6RRjktV7krOfyUewqw,23700
2013-02-1,UC-5LNANFKTC1DOkuhbeq6OQ,4600
2013-02-1,UCaQHxlbPAmh7VWRudyRkwjw,86700
2013-02-1,UCmxCoyvGU3IndS7bm9oH3Vg,1200
2013-02-1,UCR5MHWsppEOak1jGTR3dJ2Q,5200
2013-02-1,UCw0N2zPZlYsrUcVIJkI6mBA,15800
2013-02-1,UCDeqBZ1ES77u3J8NVh8xamA,0
2013-02-1,UCp_r6Z-Oh0YTf-ym71z5Nqg,80600
2013-02-1,UC0YvTCy1I4_a-3pn47_5DBA,0
2013-02-1,UCTc0mrCjv-2-F5dMeji8fmg,0
2013-02-1,UCJekW1Vj5fCVEGdye_mBN6Q,13000
2013-02-1,UCk4Du9D3ai1FTbuI_-86T6w,100
2013-02-1,UCpNzWUlO6PVb_v7chefBnig,18200
2013-02-1,UC16niRr50-MSBwiO3YDb3RA,0
2013-02-1,UCO85ZdttYa8r2dXMDC_KlxA,1400
2013-02-1,UCaWd5_7JhbQBe4dknZhsHJg,126800
2013-02-1,UCbfqyzIlmkHPXsjVCjp1cGA,7700
2013-02-1,UCwMrVVdT2tS4_UjlqRFwQ9g,82800
2013-02-1,UCwPRdjbrlqTjWOl7ig9JLHg,196900
2013-02-1,UCBbfh65QEsK9UwEQpTmM_oQ,100
2013-02-1,UCmPSwsooZq8an7xOLQQhAdw,1905000
2013-02-1,UCXlfi8sf6cKGQ8sOd0-yRuw,11600
2013-02-1,UCnsQjCVzmEd-YvlQZbo6zCg,1040800
2013-02-1,UCERTKUMXl6x8G79BmG6KtpQ,236800
2013-02-1,UCuxfOdbKQy0tgGXcm9sjHiw,639600
2013-02-1,UCwmZiChSryoWQCZMIQezgTg,192600
2013-02-1,UCvLaRcvwQq4RCX-ER_zEG5w,700
2013-02-1,UC5GfkRipCgMWa9asGx8S68Q,6500
2013-02-1,UClozwh5URilIQpDFeXch8qw,7400
2013-02-1,UC5f97D60yHa7UE9rFfbej8g,5600
2013-02-1,UCe3yZzUwpmy2eKKmF9svX0Q,517800
2013-02-1,UCSsWdUwr4UonSCAVH-k0_Lg,7600
2013-02-1,UCBeWGn3mho4_5Og6D4jHbXw,200
2013-02-1,UCq3Ci-h945sbEYXpVlw7rJg,0
2013-02-1,UCSWRu9m-HZANpMBBQuEf14g,0
2013-02-1,UCZUl92pJpNbvdQDPGOQ6xCw,NA
2013-02-1,UCixlrqz8w-oa4UzdKyHLMaA,3700
2013-02-1,UCIiBf-JbtCazHSFqXV4JgoA,58600
2013-02-1,UCH7yn-yKKUkwbuWEmlwh57g,3100
2013-02-1,UCR3asjvr_WAaxwJYEDV_Bfw,6800
2013-02-1,UCfPhyExfcaqJBKc3HO3cNBw,85200
2013-02-1,UCJ2ZDzMRgSrxmwphstrm8Ww,1374000
2013-02-1,UCNhxq7He5p-_FdBh0OaxcQg,431700
2013-02-1,UCVEbcFWM43PS-d5vaSKUMng,870300
2013-02-1,UCKjjmMqvuxNYw8c6knceexQ,500
2013-02-1,UCA0-tJIG3bDQKoU8nh79Vkw,600
2013-02-1,UCOp8wkVqdrWbFYHjDv946QQ,213700
2013-02-1,UCz0Qnv6KczUe3NH1wnpmqhA,364500
2013-02-1,UCH-_hzb2ILSCo9ftVSnrCIQ,3468300
2013-02-1,UCFCtZJTuJhE18k8IXwmXTYQ,800
2013-02-1,UCs7on9W7SIbyO4f-Pb7lgbg,34700
2013-02-1,UCGuiLc4BvsEpq5CsbvlHpdg,400
2013-02-1,UCLsooMJoIpl_7ux2jvdPB-Q,299800
2013-02-1,UCl-HaapbCqGDw4SKfcSAqvw,900
2013-02-1,UCR1c65UsjpaVgcLKa7eM1tg,44800
2013-02-1,UCrNFXmtWRFgbMHYJpjS3_0g,240000
2013-02-1,UCNbngWUqL2eqRw12yAwcICg,326600
2013-02-1,UC0PXqiud6dbwOAk8RvslgpQ,43200
2013-02-1,UCuCQXqQLAQuTObCGlTYDE3w,20000
2013-02-1,UCJpMgSf3OM3nJplxEnadV3w,5800
2013-02-1,UC3KQ5GWANYF8lChqjZpXsQw,6600
2013-02-1,UCyAN55vvo8odHHg7QY1pf5w,10000
2013-02-1,UCRYASwREzEOEptJLi4AY6tw,3800
2013-02-1,UCi8e0iOVk1fEOogdfu4YgfA,688000
2013-02-1,UCL2BnoeVmDODuNEPuxobpug,900
2013-02-1,UCQeaXcwLUDeRoNVThZXLkmw,67100
2013-02-1,UC6QWhGQqf0YDYdRb0n6ojWw,100
2013-02-1,UCebJXxmGVwRuYJhyNPXj03w,0
2013-02-1,UCohaDz3UXnkvnAj3QdPotlw,0
2013-02-1,UC2-BeLxzUBSs0uSrmzWhJuQ,23300
2013-02-1,UC5nc_ZtjKW1htCVZVRxlQAQ,280300
2013-02-1,UCv-Or279OlKoOTvbUPkcWTg,500
2013-02-1,UCjTCFFq605uuq4YN4VmhkBA,198100
2013-02-1,UCSP83kLuC54Rz5EOr_a-Q1Q,0
2013-02-1,UCkR0GY0ue02aMyM-oxwgg9g,161500
2013-02-1,UCLVVBWrp9jw4-SYUoU42hcg,500
2013-02-1,UC8pYaQzbBBXg9GIOHRvTmDQ,167000
2013-02-1,UCAGaiAGJg1B3l-hpLpPcdvg,3200
2013-02-1,UCfwP2H1CDJvssk6g2pm8EgA,70000
2013-02-1,UCke6I9N4KfC968-yRcd5YRg,77000
2013-02-1,UC7tQCPynoSf7Dgj-knC-aOg,20700
2013-02-1,UCxytOEPP99jj8mqVGAO7haQ,46100
2013-02-1,UCzco9CewPf0F-SP1p6LhWrw,351500
2013-02-1,UCskAt0JUUCrHqutdfLXSb-w,15400
2013-02-1,UCEe-43j9WUt6A0pHBppRJ_A,63500
2013-02-1,UCobV_oWSV4-YgbYnqrkaX9w,89800
2013-02-1,UCI-Oq7oFGakzSzHFlTtsUsQ,39800
2013-02-1,UC8jlKhHClMUO3kkL8ppK8Bw,64400
2013-02-1,UCs0upBDG-dCAxy8_VDPE5XA,2900
2013-02-1,UCpwvZwUam-URkxB7g4USKpg,488100
2013-02-1,UC740ilqsaYlnp0CFdYQoowA,100
2013-02-1,UCUsN5ZwHx2kILm84-jPDeXw,778500
2013-02-1,UCYCgq9pdIv95dnjMPFdk_DQ,49100
2013-02-1,UC55IWqFLDH1Xp7iu1_xknRA,79900
2013-02-1,UCBqWtrtVaxJK2KDsdtmTnsQ,2400
2013-02-1,UCY-nD3MKsBeZtLHi3772eSg,23800
2013-02-1,UCv2hYhRYO8Fmbs5mUemz2oQ,59800
2013-02-1,UCGDwFBgtKO4M7AaTCY3jMLw,400
2013-02-1,UCbuyZEYXgjMV042uuwa_aFw,30400
2013-02-1,UCKZGcrxRAhdUi58Mdr565mw,8000
2013-02-1,UC2dBZuI6gS-jv7PCIDXkXag,183300
2013-02-1,UCw5nIlwE0OHkNuIe1ty0lxQ,448800
2013-02-1,UCaNS3on9m_7LmSpI2GC65Bw,164200
2013-02-1,UChpihrq2RRLyzgLtpcoMVbw,8600
2013-02-1,UCSo_it8y_WM0dLlvuOs34Zg,4200
2013-02-1,UCYooECrv-fIXlPaDwEIaveA,8800
2013-02-1,UCcWl6q7rcJ9WoF_Kwmxg23A,41200
2013-02-1,UCCww-R0oM_CQWXerBcNyKKw,2400
2013-02-1,UCyfZleh4w7buTzi0WfY8WqA,1600
2013-02-1,UCm7L2pRYZSTATOn8jzf_TQQ,NA
2013-02-1,UCDx2-SCLzDaC4vlh2PCGYQA,140100
2013-02-1,UCRXXQgZZsMIxXpFncK019DA,NA
2013-02-1,UCL64gn1KZ1C-u87BGQv3b6w,26100
2013-02-1,UCnkd_jcJjIFOXLZC6M2Sjxg,3200
2013-02-1,UCVitMxMDE1s_Si85Gw0Y19g,200
2013-02-1,UCK0_zBeybLuyXbOcHp7wmJA,3300
2013-02-1,UCPPPrnT5080hPMxK1N4QSjA,56300
2013-02-1,UCFU30dGHNhZ-hkh0R10LhLw,22800
2013-02-1,UCZQRVHvPaV4DRn3tp8qrh7A,100
2013-02-1,UCYkoAtIMi6oFG_8SO5YrauQ,81300
2013-02-1,UCHa-hWHrTt4hqh-WiHry3Lw,27500
2013-02-1,UCr-rCvgg21KqfrnGopaQeGw,100
2013-02-1,UC9J6h__xG-TgmrGz9bRJdDw,900
2013-02-1,UCsr2PfJA9b-vM9qeDS4a_Qw,NA
2013-02-1,UCqIqRzEge-Qvt4Iglx-uKdQ,871300
2013-02-1,UCE3qZH8ltYwmQDmm5uinPXw,6700
2013-02-1,UCNEZ7cqaZzYLeyWfTkelkEA,49000
2013-02-1,UCnEdfCdbxJJ9ouWKLSRCRRw,66600
2013-02-1,UCc6W7efUSkd9YYoxOnctlFg,1558100
2013-02-1,UCRv76wLBC73jiP7LX4C3l8Q,77500
2013-02-1,UCgeGealT0QYcrnoYRMltDZg,81400
2013-02-1,UCoTyVfIkM-hjz4JauDoVvog,600
2013-02-1,UCX52tYZiEh_mHoFja3Veciw,669200
2013-02-1,UCR-QYzXrZF8yFarK8wZbHog,59900
2013-02-1,UCP74I8w5CgO6Ud9hHYfQABA,0
2013-02-1,UCEmCXnbNYz-MOtXi3lZ7W1Q,2337900
2013-02-1,UC8jZB1wfX7ku_QqNJ_s3KhQ,1200
2013-02-1,UCcMTZY1rFXO3Rj44D5VMyiw,6033600
2013-02-1,UCX7CYiI89e6wBnwytOx8A-Q,0
2013-02-1,UCtoNy9eFDmHnxRDI5gmFc1Q,100
2013-02-1,UC_nMnhAqFu1Sm2yLvrWlqNQ,0
2013-02-1,UC5EKlflss5IVgIfI4-sjd9w,4600
2013-02-1,UC6NMqrESrKioKr9axv_YM7w,15300
2013-02-1,UCX9_Ks1MXuwXCmtt0fOFsxA,174400
2013-02-1,UClmmbesFjIzJAp8NQCtt8dQ,856400
2013-02-1,UCBNs31xysxpAGMheg8OrngA,1393300
2013-02-1,UC0t3ejibUQ91s12D4NAaU7A,5600
2013-02-1,UCiZC4ppUa90nhv4b4-WiZ5A,500
2013-02-1,UC6S0jAvcapqJ48ZzLfva12g,38700
2013-02-1,UCq0OueAsdxH6b8nyAspwViw,27600
2013-02-1,UCDwujczvdxbbVHg-V4-kC-A,131400
2013-02-1,UCbp3o7U6oSa6s-LQBZvOnGg,14600
2013-02-1,UCLAumKr0O_z6r6RPiummR1g,130400
2013-02-1,UCg_j7kndWLFZEg4yCqUWPCA,1300
2013-02-1,UChO7xlACgCNpOOIA3Wk6MVQ,1500
2013-02-1,UC6AHeJa7s9-Brs6VyXy6Dwg,79600
2013-02-1,UCr8RbU-D7iSvpy0ZO-AasoQ,198700
2013-02-1,UC9TreTE-iXwfwQl72DzDurA,1067400
2013-02-1,UCTfkOrp_s_DhYBRCxEUVARw,100
2013-02-1,UCZq427EjGqUbV6pZIjEKkgg,11900
2013-02-1,UC4sV96Zpur2FwBcR4E-5e0A,3100
2013-02-1,UCj5i58mCkAREDqFWlhaQbOw,1900
2013-02-1,UChLEhd2gouo1H-c9Zy9WGDA,1100
2013-02-1,UCK8sQmJBp8GCxrOtXWBpyEA,1142100
2013-02-1,UC3AgxXIspxGB8Mb-6bO9YlA,1200
2013-02-1,UCXuqSBlHAE6Xw-yeJA0Tunw,275500
2013-02-1,UCgTpLnSqzJntGjHLfuE2WNA,100
2013-02-1,UCuaFvcY4MhZY3U43mMt1dYQ,111000
2013-02-1,UCUivAKzCJSsiauUah1Y7TLQ,1100
2013-02-1,UCQMELFlXQL38KPm8kM-4Adg,142000
2013-02-1,UCvMd32ON30vh2bd-_A5KA1A,3800
2013-02-1,UCMu5gPmKp5av0QCAajKTMhw,2828400
2013-02-1,UCbTVTephX30ZhQF5zwFppBg,19900
2013-02-1,UCDi5ZW8DgHYwIHwYl2LcPwg,200
2013-02-1,UC8-Th83bH_thdKZDJCrn88g,159200
2013-02-1,UCojyGFb8W2xxSsJ5c_XburQ,1800
2013-02-1,UCSehFH-n8YQFcnaZ92066Qw,1800
2013-02-1,UCoxGrAFk83Z0W_4GLp7Qjvg,35000
2013-02-1,UC0C-w0YjGpqDXGB8IHb662A,821000
2013-02-1,UCQuSMKcwirmoLvzR4qlKjoQ,277700
2013-02-1,UCstEtN0pgOmCf02EdXsGChw,104000
2013-02-1,UC1T-ZwcYVQB6EpqOQD10tmw,149000
2013-02-1,UCRRIBjlxfrlEtETa0i893Jg,300
2013-02-1,UCwTRjvjVge51X-ILJ4i22ew,0
2013-02-1,UCdufkvMrmyR1TMhDG8PhsJw,34900
2013-02-1,UCIRgR4iANHI2taJdz8hjwLw,42400
2013-02-1,UCazMm3tOCkYrIGE_17j0mVg,365900
2013-02-1,UCUHW94eEFW7hkUMVaZz4eDg,1031700
2013-02-1,UCuCLhzmx0AGnsViXF0Q44tg,0
2013-02-1,UCnOVVuoLJ_1YY8A0V802wHA,657900
2013-02-1,UC7Gf2tZ8coTX2ckTPgn62iQ,93000
2013-02-1,UCoNoB5_bbbmvVrlOoePltSA,0
2013-02-1,UCM_zp2dVNflkGFWAFM_N7lg,4500
2013-02-1,UC7BLRPxLTk6iCusz2BIusyQ,1700
2013-02-1,UC44eGZ76AJLHAxPaJ_MW2RA,400
2013-02-1,UCuj1Ms9_LCsQPSJ4p8nvOVA,151400
2013-02-1,UCwnro7pVC3fDjVavLT_LAjQ,302700
2013-03-1,UCiWLfSweyRNmLpgEHekhoAg,812700
2013-03-1,UC4LHNX8d8RqnDX0OezgmCTg,712000
2013-03-1,UCPgLNge0xqQHWM5B5EFH9Cg,34600
2013-03-1,UCJrXOOtvmGn4CF7aYaJwuHA,6600
2013-03-1,UCZYTClx2T1of7BRZ86-8fow,556700
2013-03-1,UCzuvRWjh7k1SZm1RvqvIx4w,93100
2013-03-1,UCNqbJ7zpxAxC2BxPx-xmx6g,2000
2013-03-1,UC4GtJWgv_PLBiWFihNGbF0g,299500
2013-03-1,UCiDJtJKMICpb9B1qf7qjEOA,57200
2013-03-1,UCAuUUnT6oDeKwE6v1NGQxug,775000
2013-03-1,UCI3ESb2GoE1w5MIKosbmutQ,800
