year_month,external_id,subscriber_count
2013-01-1,UCEXFDIAmobI0x7D7rnuCE7Q,1400
2013-01-1,UCZbgt7KIEF_755Xm14JpkCQ,588900
2013-01-1,UCsPF3cApzCohxPp5oKdoWSQ,13700
2013-01-1,UC-LPIU24bQXVljUXivKEeRQ,118600
2013-01-1,UCjtLOfx1yt1NlnFIDyAX3Ug,3900
2013-01-1,UCZhkUguiTBJVZrrdMSjLbsQ,189200
2013-01-1,UC-GI5LST5T3Gw93yZxjdFaw,200
2013-01-1,UCwdVyruxCCqMR4DtPLhtwlg,10100
2013-01-1,UClwkBPKzW8h_rfZWuG_kWjw,7900
2013-01-1,UCogFmwd_6QgQ4qZtU2gDDVQ,100
2013-01-1,UC1oPBUWifc0QOOY8DEKhLuQ,470700
2013-01-1,UCtInrnU3QbWqFGsdKT1GZtg,6100
2013-01-1,UCpZ_DI-ZugwMzXcqccaTVsg,26100
2013-01-1,UCNpLPsSmanPaD83VtTgMb3g,144400
2013-01-1,UCBJycsmduvYEL83R_U4JriQ,151500
2013-01-1,UCFqAAh4Tuy_wXWsUAIAVcLQ,84700
2013-01-1,UCJkBIeTewoQGgtviUe5LH_g,21500
2013-01-1,UCq54nlcoX-0pLcN5RhxHyug,1469600
2013-01-1,UCL8Nxsa1LB9DrMTHtt3IKiw,31200
2013-01-1,UCh-sQC1L3J7xicFO1Bo5DeQ,46600
2013-01-1,UCSFC5Cio8zaLQDFPxA7y_HQ,2300
2013-01-1,UCNYW2vfGrUE6R5mIJYzkRyQ,414500
2013-01-1,UCC552Sd-3nyi_tk2BudLUzA,161500
2013-01-1,UCyd8nXAyK4_tHfM98KOxQ6A,8000
2013-01-1,UCk0luhBaSfPWo4Cmyt0EDew,0
2013-01-1,UCMz7JFeTmiO2oJgtmYhpUmQ,100
2013-01-1,UC5wltA9W0r2OSDHj6pit9Cg,0
2013-01-1,UC5l1Yto5oOIgRXlI4p4VKbw,24200
2013-01-1,UCHdos0HAIEhIMqUc9L3vh1w,341300
2013-01-1,UCDlQwv99CovKafGvxyaiNDA,201500
2013-01-1,UCYxRlFDqcWM4y7FfpiAN3KQ,255400
2013-01-1,UC3H9ieyNjPZf_XgduxnSCow,400
2013-01-1,UCIvaYmXn910QMdemBG3v1pQ,12700
2013-01-1,UCvRH4-D8PEk2zdyprlWKs-g,200
2013-01-1,UC9nQ7miOaueVvDIF5bpc38w,18200
2013-01-1,UC778cAEgKGDmh-teUWdg-uQ,76800
2013-01-1,UCYne4N06sHVhRBXS0Lq5D8g,25400
2013-01-1,UCKBBzmtYEoV8Ec56y0K-4Gw,100
2013-01-1,UCYUQQgogVeQY8cMQamhHJcg,37500
2013-01-1,UCDlMDG2j7XQQfvM3jp8nBZQ,291300
2013-01-1,UCyCyTe_1bT2aIPwG_gxbyeg,0
2013-01-1,UCDPM_n1atn2ijUwHd0NNRQw,784800
2013-01-1,UCPHXtOVmjvbP9OJihsd7gCg,6400
2013-01-1,UCE_M8A5yxnLfW0KghEeajjw,895100
2013-01-1,UCUuU7X-e2ZRNOoBG3Cy8txw,NA
2013-01-1,UCmQRypK6kAcujJAlYZpFW8Q,45200
2013-01-1,UCQMYWynQkK-Q-sd0u2_rF0A,36100
2013-01-1,UCjxq8PsQ_On_-gI5LqNoVzA,200
2013-01-1,UC6nSFpj9HTCZ5t-N3Rm3-HA,1814000
2013-01-1,UCU_If3OQp9FPHoP1BteFNlA,100
2013-01-1,UC67f2Qf7FYhtoUIF4Sf29cA,825700
2013-01-1,UCwttCEi9Fq1DgTd5Anil6rQ,70000
2013-01-1,UCuapoB5ePKwiU7zFqc4-weg,200
2013-01-1,UCfLuMSIDmeWRYpuCQL0OJ6A,3200
2013-01-1,UCGwPbAQdGA3_88WBuGtg9tw,279900
2013-01-1,UCJF4y2nyCCrDKTgA7dxz1Qw,128800
2013-01-1,UCXazgXDIYyWH-yXLAkcrFxw,674700
2013-01-1,UC4kyYTypYb3mQ6ZL25kly6g,100
2013-01-1,UCkIAPBRr82MUFDiHHjw8JpQ,57400
2013-01-1,UCe52oeb7Xv_KaJsEzcKXJJg,238700
2013-01-1,UCmdY1pHB-KbFYxOyhwjVeQw,910500
2013-01-1,UCwiIs5V6-zX8xaYgwhRhsHQ,281000
2013-01-1,UCV9_KinVpV-snHe3C3n1hvA,1401600
2013-01-1,UCz97F7dMxBNOfGYu3rx8aCw,131800
2013-01-1,UChuLeaTGRcfzo0UjL-2qSbQ,44100
2013-01-1,UCKmlxQVs0vHtaLldRIQ8lsA,71000
2013-01-1,UC3S5gtXjd522gCtjOkYRUwg,2200
2013-01-1,UCKNyDWvTFd13MqtDWIkbcZA,NA
2013-01-1,UCjNxszyFPasDdRoD9J6X-sw,347400
2013-01-1,UC9ULnkwvyofZ_sWrzRpyvrg,40300
2013-01-1,UCXdLsO-b4Xjf0f9xtD_YHzg,425200
2013-01-1,UCKy1dAqELo0zrOtPkf0eTMw,2196800
2013-01-1,UCJruTcTs7Gn2Tk7YC-ENeHQ,39800
2013-01-1,UCOtVx4fNTxO2nqeP8WKeV_w,NA
2013-01-1,UCBAb_DK4GYZqZR9MFA7y2Xg,266200
2013-01-1,UCqmugCqELzhIMNYnsjScXXw,849000
2013-01-1,UCb3tJ5NKw7mDxyaQ73mwbRg,1113100
2013-01-1,UCKy3MG7_If9KlVuvw3rPMfw,100
2013-01-1,UCl9Sqgbs6w7pZMWr4yRPjiA,0
2013-01-1,UCfz5rmyvOJK16EBW7ILaahQ,0
2013-01-1,UCj2GTFekdV3EUsTVN8oaEqA,4000
2013-01-1,UCzVIrPfZBE-XkBISBybMBLA,2859000
2013-01-1,UCldfgbzNILYZA4dmDt4Cd6A,300
2013-01-1,UCsk6PjpDJF5nr6x2xMB2cPg,100
2013-01-1,UCmlsu3V3SzIm2Jmo0S0qiMg,13500
2013-01-1,UC0tBaAQC0SIWnQv5JhoobZg,0
2013-01-1,UCY8LnVxm0Hf7DKPKuLPxb2g,11800
2013-01-1,UCFtEEv80fQVKkD4h1PF-Xqw,111700
2013-01-1,UCyb0T6J6nL5ibo0HLRMINKw,794800
2013-01-1,UCUS_IE2XRoSvAiaKzOql21g,5500
2013-01-1,UCGaVdbSav8xWuFWTadK6loA,871000
2013-01-1,UCrIIH7yHQugaUuoTZDoEUuQ,532700
2013-01-1,UCHCph-_jLba_9atyCZJPLQQ,1506200
2013-01-1,UCCiSF-QXf948TJ_sYjMPcNQ,27200
2013-01-1,UCuHzBCaKmtaLcRAOoazhCPA,330100
2013-01-1,UCVfQkDXSIQwHLsaKf-kVVYQ,3400
2013-01-1,UC_eQfAQjj6mYj92l3SBmIdg,NA
2013-01-1,UCv19wS9-3PU1qih-H6gVrRg,0
2013-01-1,UCtm_QoN2SIxwCE-59shX7Qg,2600
2013-01-1,UCPcFg7aBbaVzXoIKSNqwaww,598800
2013-01-1,UCXgfQbfVvYA9G9-Jb9cBSYg,24400
2013-01-1,UCP7pzZvwDZEEDCctFPNTV4g,NA
2013-01-1,UCz3ZTkHGStSYVlh-ibvbk4g,0
2013-01-1,UC8iOxoMyDKmcVO8TL_20kyg,27800
2013-01-1,UC9wLG7UmlTKmjWI3Ri9-CqQ,10800
2013-01-1,UCrUbqTCagwsaP2Fmr0p1TsA,121700
2013-01-1,UCBMvWaA97BAegvJ_Hz6Vwuw,261500
2013-01-1,UC4AOIba1H86FULnZ8YSyqyA,64600
2013-01-1,UC1PloUeSfZql4wbCRM8_2AQ,0
2013-01-1,UC2el0G8cIcOOdjlHy2KOBkQ,29900
2013-01-1,UCtBhha6b6npaPRMzVFGt5sQ,2000
2013-01-1,UCDpi86-drykZcnaDmR_4Yqw,1500
2013-01-1,UCQJuZxeDv2P05YHcC-tIEVQ,NA
2013-01-1,UCeiYXex_fwgYDonaTcSIk6w,0
2013-01-1,UC7KsOyQx3vyo8B-ta6_uLUQ,11500
2013-01-1,UC1D36wr10qyCfisHulZ5G8Q,45900
2013-01-1,UCUxbV_ewlfeaIHN-qSrQsIg,42900
2013-01-1,UCafNntv_qTQB26AvbEQNHPw,20000
2013-01-1,UCTSQvwQfAkbZuMpoYs8eXKw,100
2013-01-1,UC1yBKRuGpC1tSM73A0ZjYjQ,484100
2013-01-1,UCIIKPy27YWW5yhc0qvr4KnA,32500
2013-01-1,UCsP7Bpw36J666Fct5M8u-ZA,33800
2013-01-1,UCEe076nFuVobN0bAsXK7ICw,675900
2013-01-1,UCa0ZcLPHL2QY1p1xqBCYedQ,15800
2013-01-1,UCvC4D8onUfXzvjTOM-dBfEA,472800
2013-01-1,UCcOYEm78CpaZQvPE6LtoSeA,35600
2013-01-1,UCvqKb7KRw1vbkYiJihoYE8w,4000
2013-01-1,UCPIvT-zcQl2H0vabdXJGcpg,119600
2013-01-1,UCylgEewgtpmPLgprpFvscKg,1900
2013-01-1,UCtQp6YD3Uc7Q439xlWL6APA,11500
2013-01-1,UCNZiHRCIXaz8NcwTtQm8rpA,NA
2013-01-1,UCaHhsFQFrp5Ytbk0FklLyAQ,0
2013-01-1,UCMWLdSdAyDcCy_OVzONKm0w,16100
2013-01-1,UCmv1CLT6ZcFdTJMHxaR9XeA,363700
2013-01-1,UCs9cbcgCbWXdPxJcEOrcR4g,800
2013-01-1,UCOYWgypDktXdb-HfZnSMK6A,1203200
2013-01-1,UCtinbF-Q-fVthA0qrFQTgXQ,56500
2013-01-1,UCE2606prvXQc_noEqKxVJXA,93400
2013-01-1,UCmJgm56O64l2h7mpFcxKWfw,1600
2013-01-1,UC5wKpLWxAZBZrunls3mzwEw,1500
2013-01-1,UCam8T03EOFBsNdR0thrFHdQ,53600
2013-01-1,UChYU73igK5wQhWAXPh3X8PA,58500
2013-01-1,UCp0hYYBW6IMayGgR-WeoCvQ,2469100
2013-01-1,UC1xwwLwm6WSMbUn_Tp597hQ,92900
2013-01-1,UCK1i2UviaXLUNrZlAFpw_jA,17000
2013-01-1,UCaO6TYtlC8U5ttz62hTrZgg,196300
2013-01-1,UCuTaETsuCOkJ0H_GAztWt0Q,4900
2013-01-1,UCl2aT0nRejTCQO_LHZAftBw,230600
2013-01-1,UCXhSCMRRPyxSoyLSPFxK7VA,12400
2013-01-1,UChl6CG-V7LgqhfwkvbHH67Q,34300
2013-01-1,UCnB5W_ZJgiDFnklejRGADxw,161000
2013-01-1,UCVrvnobbNGGMsS5n2mJwfOg,39500
2013-01-1,UC_nBvBIV0K6P5C3tA27Hwrg,4500
2013-01-1,UCWqJpFqlX59OML324QIByZA,49700
2013-01-1,UCbBrk4JwHch79P-SzDKIOMQ,1200
2013-01-1,UCe66nJag7ECFSJOlWpn69Pw,NA
2013-01-1,UC2APpwfAlZU8X0EezmhuXUQ,33200
2013-01-1,UCpSgg_ECBj25s9moCDfSTsA,74400
2013-01-1,UCbWUEnTRHb3bRdrnovq8iuA,30100
2013-01-1,UC7PbpGeIZSl3FbQ9fwzvm4g,0
2013-01-1,UCq-Fj5jknLsUf-MWSy4_brA,778000
2013-01-1,UCERmUv0brIpW1JEBbEtNGdw,NA
2013-01-1,UCTL0lRmUQ-rH4YZAteV7LzA,133400
2013-01-1,UCBQlRqLAB1mstRpYlWXvFXA,NA
2013-01-1,UC1r4VtVE__5K6c_L_3Vlxxg,288600
2013-01-1,UCblfuW_4rakIf2h6aqANefA,1217900
2013-01-1,UCQNax8LsGh3EiLF4WmNgDZA,20600
2013-01-1,UC1t74cS15eURW0YCpsRaDuw,8800
2013-01-1,UCeTzt8EPd5KZn6ZYH07eUSA,132300
2013-01-1,UC3WI3Ut8Hvc6kzlLcG0IJHw,1300
2013-01-1,UCqjjyPUghDSSKFBABM_CXMw,3700
2013-01-1,UC-lJ-F5mlPP6SYPkkq6gjwA,21900
2013-01-1,UC0kLTLosqh6GH6L19I-3EgA,141100
2013-01-1,UChM_8YeNCava2-OSbgbpe_w,48900
2013-01-1,UCYJPby9DRCteedh5tfxVbrw,2054300
2013-01-1,UCvnCDhh9gtyky_thhnNrhTA,16200
2013-01-1,UC_zEzzq54Rm0iy7lmmZbCIg,3100
2013-01-1,UCdmGjywrxeOPfC7vDllmSgQ,308500
2013-01-1,UCbTLwN10NoCU4WDzLf1JMOA,504500
2013-01-1,UCRxDTCmIjgli-Xgh2KPE9dA,72300
2013-01-1,UCww2zZWg4Cf5xcRKG-ThmXQ,1041500
2013-01-1,UCQphRgAhj5UxktrQNP3WF5g,53600
2013-01-1,UCOY3VWW4NGQAue_rqTBtdhA,34400
2013-01-1,UCV1SycDpnU1A2dXqob6Aowg,18100
2013-01-1,UC56gTxNs4f9xZ7Pa2i5xNzg,202800
2013-01-1,UC-27_Szq7BtHDoC0R2U0zxA,1584100
2013-01-1,UCPSGGjY1tWmMd8O2WiEjgYg,56000
2013-01-1,UCymUPSH33VdwLa0vpY-18Dw,700
2013-01-1,UC-2Y8dQb0S6DtpxNgAKoJKA,511300
2013-01-1,UCe2YQ986DdKliHNvE8va4kQ,467900
2013-01-1,UCRTOI5zhwFU-1eooSzgHAHw,87000
2013-01-1,UCm_idleEc-Xc1gpU77ygTEA,2800
2013-01-1,UCvfjriBh19Ddej0thncagUA,108300
2013-01-1,UCIWZ1_W5BqsvW9fm1cYFPpQ,16400
2013-01-1,UCJY9FpmzuNm59D1RMuYcABg,68200
2013-01-1,UCWvdu_1P8FWLNx_QhGrwAyQ,NA
2013-01-1,UC_i8X3p8oZNaik8X513Zn1Q,64300
2013-01-1,UCpdK1NLHxEUGXc1gq2NxkTw,349500
2013-01-1,UCJ5v_MCY6GNUBTO8-D3XoAg,864100
2013-01-1,UCVsTboAhpnuL6j-tDePvNwQ,180600
2013-01-1,UC2rioA4YYH4kv2PQOXnpW7Q,0
2013-01-1,UCWRV5AVOlKJR1Flvgt310Cw,428700
2013-01-1,UC07CU4Lnj8U4IvhaDPdXgpw,200
2013-01-1,UC9QCCu-gIHaJq9XBTVY741g,100
2013-01-1,UCE97AW7eR8VVbVPBy4cCLKg,6100
2013-01-1,UCok_yhjwg4WSx3s_2Yh8ZjQ,32100
2013-01-1,UCfiwzLy-8yKzIbsmZTzxDgw,255500
2013-01-1,UCFBjsYvwX7kWUjQoW7GcJ5A,58600
2013-01-1,UCSVSS5aSyHh7ChJlICx_Gkg,4600
2013-01-1,UCO2WJZKQoDW4Te6NHx4KfTg,18600
2013-01-1,UCGi_crMdUZnrcsvkCa8pt-g,413800
2013-01-1,UCClNRixXlagwAd--5MwJKCw,22400
2013-01-1,UCfwMtPbRx38cg7qoQJ0iUlQ,38500
2013-01-1,UChX2haJZZJOtIIrdqLPvQWA,18400
2013-01-1,UCV4xOVpbcV8SdueDCOxLXtQ,2400
2013-01-1,UCJatXmy5PyaZ6gFs-NEAFWQ,1600
2013-01-1,UCmqfX0S3x0I3uwLkPdpX03w,73800
2013-01-1,UCTDTSx8kbxGECZJxOa9mIKA,50700
2013-01-1,UCh715KhLM7vbOwozSXLWI_w,273300
2013-01-1,UC_yCORmIAJntXQDSHs4iFcw,1000
2013-01-1,UCCdv8O4SIcISvAW94XdZTEw,90800
2013-01-1,UCNHqosTdwFPSK5OQsjFoS5g,5100
2013-01-1,UCYVinkwSX7szARULgYpvhLw,985500
2013-01-1,UCtcQ6TPwXAYgZ1Mcl3M1vng,93300
2013-01-1,UC6-F5tO8uklgE9Zy8IvbdFw,147100
2013-01-1,UC2LOY_zd1ZAc1kZPyzoqhMQ,436500
2013-01-1,UCB4aBh7CFjUPGWZDKAWYTjQ,5900
2013-01-1,UCSVpCNZzOeMekuMiFze3fnQ,118800
2013-01-1,UCVxotPxp9JUc4wBWmdyXhYQ,1000
2013-01-1,UCGhV3ncQJx4XNavXrFFTa0w,23500
2013-01-1,UCYJ61XIK64sp6ZFFS8sctxw,904300
2013-01-1,UCVE91qOw9Ke8EsK95lMuF2Q,9700
2013-01-1,UCmh0HDSxGTWjcll5mcfEhGA,3700
2013-01-1,UChuulyyrq3ixbxixG0iaAhw,700
