"","Date/Time","Lat","Lon","Base"
"91","4/1/2014 6:47:00",40.76890346,-73.98118568,"B02512"
"92","4/1/2014 6:47:00",40.77885768,-73.95568952,"B02512"
"93","4/1/2014 6:48:00",40.72708367,-74.00540376,"B02512"
"94","4/1/2014 6:52:00",40.78771842,-73.97299092,"B02512"
"95","4/1/2014 6:52:00",40.72545372,-74.00919523,"B02512"
"96","4/1/2014 6:54:00",40.76527532,-73.97226554,"B02512"
"97","4/1/2014 6:56:00",40.76435791,-73.97690462,"B02512"
"98","4/1/2014 6:57:00",40.77255977,-73.95322172,"B02512"
"99","4/1/2014 6:59:00",40.78979382,-73.96606851,"B02512"
"100","4/1/2014 7:00:00",40.78393788,-73.97033944,"B02512"
"101","4/1/2014 7:00:00",40.72357814,-74.00160232,"B02512"
"102","4/1/2014 7:00:00",40.69902625,-73.99508656,"B02512"
"103","4/1/2014 7:00:00",40.75810291,-73.92194767,"B02512"
"104","4/1/2014 7:01:00",40.76801837,-73.91911372,"B02512"
"105","4/1/2014 7:02:00",40.7676841,-73.98965257,"B02512"
"106","4/1/2014 7:02:00",40.77099005,-73.86597256,"B02512"
"107","4/1/2014 7:03:00",40.78078799,-73.94873774,"B02512"
"108","4/1/2014 7:06:00",40.71471848,-74.03623232,"B02512"
"109","4/1/2014 7:07:00",40.77323636,-73.95037263,"B02512"
"110","4/1/2014 7:08:00",40.73347973,-74.0043217,"B02512"
"111","4/1/2014 7:08:00",40.77543686,-73.97816425,"B02512"
"112","4/1/2014 7:09:00",40.77524895,-73.9455116,"B02512"
"113","4/1/2014 7:09:00",40.72429981,-74.0021407,"B02512"
"114","4/1/2014 7:09:00",40.77864799,-73.95117247,"B02512"
"115","4/1/2014 7:11:00",40.78773801,-73.97877253,"B02512"
"116","4/1/2014 7:12:00",40.86744283,-73.88221334,"B02512"
"117","4/1/2014 7:14:00",40.76776549,-73.97035383,"B02512"
"118","4/1/2014 7:15:00",40.77488875,-73.9587213,"B02512"
"119","4/1/2014 7:15:00",40.7209052,-73.98129934,"B02512"
"120","4/1/2014 7:17:00",40.75603627,-73.97521072,"B02512"
"121","4/1/2014 7:17:00",40.79230493,-73.96755151,"B02512"
"122","4/1/2014 7:20:00",40.73902449,-73.99913259,"B02512"
"123","4/1/2014 7:21:00",40.72729052,-73.97969359,"B02512"
"124","4/1/2014 7:22:00",40.77510938,-73.94752244,"B02512"
"125","4/1/2014 7:22:00",40.74057271,-73.99829792,"B02512"
"126","4/1/2014 7:23:00",40.83643146,-74.146079,"B02512"
"127","4/1/2014 7:24:00",40.74516105,-73.99099929,"B02512"
"128","4/1/2014 7:25:00",40.78051327,-73.94814456,"B02512"
"129","4/1/2014 7:25:00",40.78051327,-73.94814456,"B02512"
"130","4/1/2014 7:26:00",40.78138621,-73.95128097,"B02512"
"131","4/1/2014 7:26:00",40.78635227,-73.96988905,"B02512"
"132","4/1/2014 7:27:00",40.78298552,-73.95591541,"B02512"
"133","4/1/2014 7:28:00",40.75822176,-73.99280726,"B02512"
"134","4/1/2014 7:29:00",40.7215926,-74.00460019,"B02512"
"135","4/1/2014 7:29:00",40.72979524,-73.99882709,"B02512"
"136","4/1/2014 7:29:00",40.77463163,-73.95601161,"B02512"
"137","4/1/2014 7:30:00",40.72080898,-73.99400169,"B02512"
"138","4/1/2014 7:32:00",40.76687806,-73.96174218,"B02512"
"139","4/1/2014 7:32:00",40.70837288,-74.00639019,"B02512"
"140","4/1/2014 7:35:00",40.74252385,-73.99422423,"B02512"
"141","4/1/2014 7:35:00",40.74238316,-73.98377266,"B02512"
"142","4/1/2014 7:35:00",40.77242212,-73.95501672,"B02512"
"143","4/1/2014 7:37:00",40.77874391,-73.95594086,"B02512"
"144","4/1/2014 7:38:00",40.77517526,-73.96373866,"B02512"
"145","4/1/2014 7:38:00",40.77542034,-73.95000191,"B02512"
"146","4/1/2014 7:38:00",40.73678924,-74.00442886,"B02512"
"147","4/1/2014 7:40:00",40.71740374,-73.99235376,"B02512"
"148","4/1/2014 7:42:00",40.73047101,-73.99344128,"B02512"
"149","4/1/2014 7:45:00",40.77469246,-73.96126675,"B02512"
"150","4/1/2014 7:45:00",40.72289838,-73.99397504,"B02512"
"151","4/1/2014 7:46:00",40.73957153,-73.98095375,"B02512"
"152","4/1/2014 7:46:00",40.72498368,-73.99935076,"B02512"
"153","4/1/2014 7:50:00",40.69503539,-74.1774153,"B02512"
"154","4/1/2014 7:51:00",40.71904907,-74.0064305,"B02512"
"155","4/1/2014 7:51:00",40.82705086,-73.97260923,"B02512"
"156","4/1/2014 7:53:00",40.77934651,-73.94945246,"B02512"
"157","4/1/2014 7:54:00",40.72656591,-73.98010738,"B02512"
"158","4/1/2014 7:55:00",40.69216371,-74.18108844,"B02512"
"159","4/1/2014 7:56:00",40.74177907,-74.00741676,"B02512"
"160","4/1/2014 7:56:00",40.71081641,-73.98454338,"B02512"
"161","4/1/2014 7:57:00",40.78565457,-73.98021639,"B02512"
"162","4/1/2014 7:59:00",40.77570248,-73.9501832,"B02512"
"163","4/1/2014 8:01:00",40.75141948,-73.96990187,"B02512"
"164","4/1/2014 8:02:00",40.73426671,-73.99355879,"B02512"
"165","4/1/2014 8:05:00",40.73396249,-74.00938734,"B02512"
"166","4/1/2014 8:05:00",40.71803222,-74.00990409,"B02512"
"167","4/1/2014 8:07:00",40.72867569,-73.98048637,"B02512"
"168","4/1/2014 8:08:00",40.75797738,-73.97068479,"B02512"
"169","4/1/2014 8:08:00",40.69202971,-74.18128367,"B02512"
"170","4/1/2014 8:08:00",40.77796564,-73.9486706,"B02512"
"171","4/1/2014 8:08:00",40.76582835,-73.96918765,"B02512"
"172","4/1/2014 8:08:00",40.72224035,-74.01036191,"B02512"
"173","4/1/2014 8:10:00",40.73287673,-73.98809227,"B02512"
"174","4/1/2014 8:11:00",40.76585117,-73.97662735,"B02512"
"175","4/1/2014 8:16:00",40.77892029,-73.96179783,"B02512"
"176","4/1/2014 8:18:00",40.78902392,-73.9743033,"B02512"
"177","4/1/2014 8:19:00",40.76168643,-73.98431523,"B02512"
"178","4/1/2014 8:19:00",40.72139667,-73.94752915,"B02512"
"179","4/1/2014 8:20:00",40.75951451,-73.99130347,"B02512"
"180","4/1/2014 8:21:00",40.79313703,-73.97476127,"B02512"
"181","4/1/2014 8:21:00",40.73712389,-74.00043103,"B02512"
"182","4/1/2014 8:22:00",40.73447529,-73.99601544,"B02512"
"183","4/1/2014 8:24:00",40.77473033,-73.99120838,"B02512"
"184","4/1/2014 8:24:00",40.88219468,-73.92112121,"B02512"
"185","4/1/2014 8:25:00",40.76202166,-73.97868854,"B02512"
"186","4/1/2014 8:25:00",40.76202166,-73.97868854,"B02512"
"187","4/1/2014 8:27:00",40.73258748,-74.00379695,"B02512"
"188","4/1/2014 8:28:00",40.75548548,-73.97374483,"B02512"
"189","4/1/2014 8:28:00",40.7595632,-73.98544882,"B02512"
"190","4/1/2014 8:29:00",40.69038451,-74.17776476,"B02512"
"191","4/1/2014 8:29:00",40.69038451,-74.17776476,"B02512"
"192","4/1/2014 8:30:00",40.74076444,-73.99136608,"B02512"
"193","4/1/2014 8:32:00",40.68192098,-73.93582239,"B02512"
"194","4/1/2014 8:32:00",40.7624434,-73.97137566,"B02512"
"195","4/1/2014 8:36:00",40.78054903,-73.95479013,"B02512"
"196","4/1/2014 8:39:00",40.78892917,-73.95416663,"B02512"
"197","4/1/2014 8:42:00",40.78348251,-73.9512959,"B02512"
"198","4/1/2014 8:43:00",40.76513604,-73.96171946,"B02512"
"199","4/1/2014 8:43:00",40.72613431,-73.99179255,"B02512"
"200","4/1/2014 8:44:00",40.73031925,-73.99365426,"B02512"
"201","4/1/2014 8:44:00",40.87358565,-74.06275936,"B02512"
"202","4/1/2014 8:45:00",40.72400743,-73.99810874,"B02512"
"203","4/1/2014 8:46:00",40.77442156,-73.95780067,"B02512"
"204","4/1/2014 8:49:00",40.76066727,-73.98608666,"B02512"
"205","4/1/2014 8:49:00",40.77492611,-73.98407836,"B02512"
"206","4/1/2014 8:51:00",40.76245484,-73.97241837,"B02512"
"207","4/1/2014 8:52:00",40.73774088,-73.99653277,"B02512"
"208","4/1/2014 8:54:00",40.7387737,-74.00871235,"B02512"
"209","4/1/2014 8:56:00",40.76766619,-73.98095244,"B02512"
"210","4/1/2014 8:58:00",40.76906451,-73.96521032,"B02512"
"211","4/1/2014 8:58:00",40.78162048,-73.96016864,"B02512"
"212","4/1/2014 8:58:00",40.77391936,-73.87169505,"B02512"
"213","4/1/2014 9:00:00",40.78410731,-73.95423434,"B02512"
"214","4/1/2014 9:02:00",40.74264576,-73.99634049,"B02512"
"215","4/1/2014 9:05:00",40.77095698,-73.86685635,"B02512"
"216","4/1/2014 9:06:00",40.77498583,-73.98881245,"B02512"
"217","4/1/2014 9:07:00",40.7355592,-74.00287368,"B02512"
"218","4/1/2014 9:08:00",40.76656566,-73.97841454,"B02512"
"219","4/1/2014 9:10:00",40.71181873,-73.94988396,"B02512"
"220","4/1/2014 9:12:00",40.70974797,-74.01531737,"B02512"
"221","4/1/2014 9:15:00",40.74383402,-74.00609938,"B02512"
"222","4/1/2014 9:16:00",40.75999877,-73.98605992,"B02512"
"223","4/1/2014 9:16:00",40.7751673,-73.96347945,"B02512"
"224","4/1/2014 9:23:00",40.77875798,-73.9559744,"B02512"
"225","4/1/2014 9:24:00",40.80782482,-73.96392449,"B02512"
"226","4/1/2014 9:24:00",40.76313206,-73.97841294,"B02512"
"227","4/1/2014 9:25:00",40.77877549,-73.95098384,"B02512"
"228","4/1/2014 9:25:00",40.77137815,-73.95940865,"B02512"
"229","4/1/2014 9:28:00",40.76940855,-73.98298385,"B02512"
"230","4/1/2014 9:30:00",40.73302552,-73.99011366,"B02512"
"231","4/1/2014 9:32:00",40.74116813,-73.98776069,"B02512"
"232","4/1/2014 9:35:00",40.75257358,-73.97496555,"B02512"
"233","4/1/2014 9:38:00",40.76015778,-73.95983152,"B02512"
"234","4/1/2014 9:42:00",40.77296164,-73.96692244,"B02512"
"235","4/1/2014 9:46:00",40.76282335,-73.99481289,"B02512"
"236","4/1/2014 9:46:00",40.7752129,-73.96358905,"B02512"
"237","4/1/2014 9:48:00",40.72827553,-74.00706723,"B02512"
"238","4/1/2014 9:49:00",40.71945128,-74.03667874,"B02512"
"239","4/1/2014 9:49:00",40.71945128,-74.03667874,"B02512"
"240","4/1/2014 9:52:00",40.7746937,-73.99114823,"B02512"
"241","4/1/2014 9:52:00",40.74013244,-73.99201039,"B02512"
"242","4/1/2014 9:54:00",40.76864982,-73.96981487,"B02512"
"243","4/1/2014 9:54:00",40.73364205,-73.99823179,"B02512"
"244","4/1/2014 9:55:00",40.77947754,-73.98367878,"B02512"
"245","4/1/2014 9:58:00",40.71480668,-74.01617505,"B02512"
"246","4/1/2014 9:58:00",40.74377849,-73.97591111,"B02512"
"247","4/1/2014 9:58:00",40.7449546,-73.98878949,"B02512"
"248","4/1/2014 10:01:00",40.77679095,-73.97730136,"B02512"
"249","4/1/2014 10:01:00",40.75944523,-73.96604301,"B02512"
"250","4/1/2014 10:04:00",40.77405942,-73.87262645,"B02512"
"251","4/1/2014 10:05:00",40.73669951,-73.99072261,"B02512"
"252","4/1/2014 10:06:00",40.73676186,-73.9846546,"B02512"
"253","4/1/2014 10:07:00",40.80793676,-73.96381049,"B02512"
"254","4/1/2014 10:15:00",40.66780702,-73.79562769,"B02512"
"255","4/1/2014 10:15:00",40.7209692,-74.00332413,"B02512"
"256","4/1/2014 10:15:00",40.77644017,-73.95984921,"B02512"
"257","4/1/2014 10:18:00",40.77463202,-73.9581156,"B02512"
"258","4/1/2014 10:18:00",40.77449005,-73.96384514,"B02512"
"259","4/1/2014 10:22:00",40.72243444,-73.99351127,"B02512"
"260","4/1/2014 10:22:00",40.77360809,-73.96258984,"B02512"
"261","4/1/2014 10:23:00",40.734773,-73.992852,"B02512"
"262","4/1/2014 10:27:00",40.76045743,-73.99911457,"B02512"
"263","4/1/2014 10:27:00",40.69478159,-74.17792154,"B02512"
"264","4/1/2014 10:29:00",40.75734012,-73.98768257,"B02512"
"265","4/1/2014 10:32:00",40.6948811,-74.17806185,"B02512"
"266","4/1/2014 10:32:00",40.6948811,-74.17806185,"B02512"
"267","4/1/2014 10:32:00",40.7771225,-73.97543603,"B02512"
"268","4/1/2014 10:33:00",40.75842191,-73.98898347,"B02512"
"269","4/1/2014 10:33:00",40.75496762,-73.98781274,"B02512"
"270","4/1/2014 10:34:00",40.72258527,-74.00040697,"B02512"
"271","4/1/2014 10:34:00",40.77398493,-73.96067159,"B02512"
"272","4/1/2014 10:34:00",40.77178287,-73.96542541,"B02512"
"273","4/1/2014 10:34:00",40.77480772,-73.99100548,"B02512"
"274","4/1/2014 10:36:00",40.77495004,-73.95947076,"B02512"
"275","4/1/2014 10:37:00",40.76356574,-73.96360401,"B02512"
"276","4/1/2014 10:37:00",40.77429323,-73.9847303,"B02512"
"277","4/1/2014 10:41:00",40.76882701,-73.86274897,"B02512"
"278","4/1/2014 10:43:00",40.72538487,-74.00711074,"B02512"
"279","4/1/2014 10:44:00",40.75341617,-73.9748306,"B02512"
"280","4/1/2014 10:44:00",40.77730711,-73.95949029,"B02512"
"281","4/1/2014 10:46:00",40.72331571,-74.00622251,"B02512"
"282","4/1/2014 10:46:00",40.76299681,-73.97810642,"B02512"
"283","4/1/2014 10:48:00",40.78223951,-73.95988952,"B02512"
"284","4/1/2014 10:53:00",40.69162514,-73.967655,"B02512"
"285","4/1/2014 10:54:00",40.75765739,-73.96941442,"B02512"
"286","4/1/2014 10:55:00",40.76683367,-73.97889675,"B02512"
"287","4/1/2014 10:58:00",40.77409457,-73.96289595,"B02512"
"288","4/1/2014 10:59:00",40.7271229,-74.00580316,"B02512"
"289","4/1/2014 10:59:00",40.70716395,-74.00486581,"B02512"
"290","4/1/2014 11:01:00",40.74118166,-73.99635139,"B02512"
"291","4/1/2014 11:01:00",40.78826878,-74.04560196,"B02512"
"292","4/1/2014 11:01:00",40.78826878,-74.04560196,"B02512"
"293","4/1/2014 11:02:00",40.75676234,-73.97213804,"B02512"
"294","4/1/2014 11:02:00",40.76237748,-73.972819,"B02512"
"295","4/1/2014 11:02:00",40.74570193,-73.9916374,"B02512"
"296","4/1/2014 11:03:00",40.78634062,-73.97742245,"B02512"
"297","4/1/2014 11:04:00",40.75931976,-73.97209919,"B02512"
"298","4/1/2014 11:05:00",40.73977219,-73.99115513,"B02512"
"299","4/1/2014 11:06:00",40.82749317,-74.04683894,"B02512"
"300","4/1/2014 11:06:00",40.82749317,-74.04683894,"B02512"
"301","4/1/2014 11:06:00",40.7685909,-73.96579776,"B02512"
"302","4/1/2014 11:09:00",40.75659169,-73.97649704,"B02512"
"303","4/1/2014 11:11:00",40.71032639,-73.98463635,"B02512"
"304","4/1/2014 11:12:00",40.74143504,-73.99024199,"B02512"
"305","4/1/2014 11:13:00",40.74392136,-73.98990336,"B02512"
"306","4/1/2014 11:14:00",40.76193177,-73.97299572,"B02512"
"307","4/1/2014 11:15:00",40.72006058,-74.00409791,"B02512"
"308","4/1/2014 11:16:00",40.73285222,-73.99134966,"B02512"
"309","4/1/2014 11:16:00",40.7581962,-73.98153964,"B02512"
"310","4/1/2014 11:17:00",40.77465897,-73.9583786,"B02512"
"311","4/1/2014 11:17:00",40.77751298,-73.96124689,"B02512"
"312","4/1/2014 11:17:00",40.77300913,-73.9801696,"B02512"
"313","4/1/2014 11:18:00",40.73922039,-73.9991383,"B02512"
"314","4/1/2014 11:20:00",40.73683467,-73.99583263,"B02512"
"315","4/1/2014 11:21:00",40.80518201,-73.96615173,"B02512"
"316","4/1/2014 11:22:00",40.72052442,-74.00314377,"B02512"
"317","4/1/2014 11:22:00",40.76331615,-73.98285487,"B02512"
"318","4/1/2014 11:24:00",40.6922155,-73.94407438,"B02512"
"319","4/1/2014 11:25:00",40.74763614,-73.99694164,"B02512"
"320","4/1/2014 11:28:00",40.7707432,-73.98151668,"B02512"
"321","4/1/2014 11:33:00",40.72566514,-73.99716471,"B02512"
"322","4/1/2014 11:33:00",40.76105558,-73.97540685,"B02512"
"323","4/1/2014 11:34:00",40.70348048,-74.01073784,"B02512"
"324","4/1/2014 11:34:00",40.75907995,-73.99604067,"B02512"
"325","4/1/2014 11:35:00",40.741926,-74.00358909,"B02512"
"326","4/1/2014 11:37:00",40.75498279,-73.97460345,"B02512"
"327","4/1/2014 11:39:00",40.74718536,-73.98629897,"B02512"
"328","4/1/2014 11:40:00",40.75477048,-73.98469836,"B02512"
"329","4/1/2014 11:41:00",40.77973682,-73.97623231,"B02512"
"330","4/1/2014 11:41:00",40.73234474,-74.00763427,"B02512"
"331","4/1/2014 11:42:00",40.77413615,-73.87262905,"B02512"
"332","4/1/2014 11:43:00",40.70740351,-74.01716928,"B02512"
"333","4/1/2014 11:44:00",40.63339662,-73.99541337,"B02512"
"334","4/1/2014 11:45:00",40.70999418,-74.0114446,"B02512"
"335","4/1/2014 11:45:00",40.73863607,-73.9896752,"B02512"
"336","4/1/2014 11:47:00",40.70954542,-74.01557453,"B02512"
"337","4/1/2014 11:47:00",40.7024379,-74.01327814,"B02512"
"338","4/1/2014 11:47:00",40.75806142,-73.9618902,"B02512"
"339","4/1/2014 11:48:00",40.7684787,-73.86246792,"B02512"
"340","4/1/2014 11:50:00",40.73892554,-73.98738805,"B02512"
"341","4/1/2014 11:53:00",40.7735895,-73.87159107,"B02512"
"342","4/1/2014 11:54:00",40.71538291,-74.01628263,"B02512"
"343","4/1/2014 11:59:00",40.7599194,-73.98042048,"B02512"
"344","4/1/2014 11:59:00",40.75585585,-73.98742718,"B02512"
"345","4/1/2014 12:02:00",40.78515876,-74.02197842,"B02512"
"346","4/1/2014 12:02:00",40.78515876,-74.02197842,"B02512"
"347","4/1/2014 12:04:00",40.68778315,-74.18169094,"B02512"
"348","4/1/2014 12:07:00",40.68642694,-73.9747337,"B02512"
"349","4/1/2014 12:10:00",40.82885583,-73.94509185,"B02512"
"350","4/1/2014 12:10:00",40.82885583,-73.94509185,"B02512"
"351","4/1/2014 12:13:00",40.76723496,-73.96815517,"B02512"
"352","4/1/2014 12:14:00",40.74980427,-73.98164629,"B02512"
"353","4/1/2014 12:15:00",40.67510765,-73.80158295,"B02512"
"354","4/1/2014 12:16:00",40.75439659,-73.96919388,"B02512"
"355","4/1/2014 12:17:00",40.76848151,-73.95353361,"B02512"
"356","4/1/2014 12:19:00",40.76836366,-73.95988818,"B02512"
"357","4/1/2014 12:19:00",40.77277774,-73.96726778,"B02512"
"358","4/1/2014 12:19:00",40.77024314,-73.95774979,"B02512"
"359","4/1/2014 12:20:00",40.76466653,-73.97956361,"B02512"
"360","4/1/2014 12:20:00",40.7868393,-73.97198939,"B02512"
"361","4/1/2014 12:20:00",40.71777934,-74.00347827,"B02512"
"362","4/1/2014 12:24:00",40.77324595,-73.88571236,"B02512"
"363","4/1/2014 12:26:00",40.72573102,-73.99192378,"B02512"
"364","4/1/2014 12:26:00",40.69496505,-74.17798338,"B02512"
"365","4/1/2014 12:27:00",40.76442957,-73.97955097,"B02512"
"366","4/1/2014 12:29:00",40.764064,-73.97657584,"B02512"
"367","4/1/2014 12:29:00",40.72298245,-74.00119881,"B02512"
"368","4/1/2014 12:29:00",40.73263928,-73.99352577,"B02512"
"369","4/1/2014 12:30:00",40.75689118,-73.97423456,"B02512"
"370","4/1/2014 12:31:00",40.76215094,-73.97880308,"B02512"
"371","4/1/2014 12:31:00",40.77850363,-73.95332959,"B02512"
"372","4/1/2014 12:32:00",40.74467657,-73.98729682,"B02512"
"373","4/1/2014 12:32:00",40.71910711,-73.99734431,"B02512"
"374","4/1/2014 12:33:00",40.7030552,-73.98526123,"B02512"
"375","4/1/2014 12:42:00",40.9148429,-74.2212764,"B02512"
"376","4/1/2014 12:44:00",40.76494021,-73.97077326,"B02512"
"377","4/1/2014 12:44:00",40.75209879,-73.97559112,"B02512"
"378","4/1/2014 12:47:00",40.7374222,-74.00081375,"B02512"
"379","4/1/2014 12:50:00",40.77494673,-73.96386171,"B02512"
"380","4/1/2014 12:50:00",40.77632028,-73.96212176,"B02512"
"381","4/1/2014 12:51:00",40.7490386,-74.00293118,"B02512"
"382","4/1/2014 12:51:00",40.72761919,-74.03486556,"B02512"
"383","4/1/2014 12:51:00",40.72761919,-74.03486556,"B02512"
"384","4/1/2014 12:51:00",40.76310788,-73.98417789,"B02512"
"385","4/1/2014 12:52:00",40.76005586,-73.96692496,"B02512"
"386","4/1/2014 12:53:00",40.87908449,-73.88113064,"B02512"
"387","4/1/2014 12:54:00",40.77102492,-73.86597038,"B02512"
"388","4/1/2014 12:57:00",40.73637949,-74.00986629,"B02512"
"389","4/1/2014 12:57:00",40.76569753,-73.9548976,"B02512"
"390","4/1/2014 12:57:00",40.75004778,-73.97568933,"B02512"
"391","4/1/2014 12:58:00",40.739739,-73.9856798,"B02512"
"392","4/1/2014 12:58:00",40.77898047,-74.41996783,"B02512"
"393","4/1/2014 12:59:00",40.72733207,-74.00068693,"B02512"
"394","4/1/2014 13:01:00",40.76840767,-73.86242324,"B02512"
"395","4/1/2014 13:01:00",40.73926451,-73.99544227,"B02512"
"396","4/1/2014 13:01:00",40.73818273,-74.00776989,"B02512"
"397","4/1/2014 13:03:00",40.71871044,-74.00241729,"B02512"
"398","4/1/2014 13:07:00",40.76182352,-73.97520484,"B02512"
