geoid,median_income,total_households,nonwhite_share,total_pop,black_pop,black_share,pct_speak_eng_less_well,median_age,share_24_44
3.61E+10,86658,3147,93.3616,10846,9357,86.2714,4.7,31.3,25.8
3.61E+10,61577,1407,2.95754,3415,79,2.31332,13.8,44,25.4
3.60E+10,NA,0,NaN,0,0,NaN,NA,NA,0
3.61E+10,74583,1025,9.79122,2778,36,1.2959,16.7,37.3,29.1
3.61E+10,74297,659,4.63612,1855,17,0.916442,11,40.7,27
3.60E+10,61304,1024,71.6851,2896,1609,55.5594,13.8,38.9,29.3
3.61E+10,64338,819,11.6642,2049,19,0.927282,17.3,48,18.5
3.60E+10,54559,434,78.599,1556,1099,70.6298,26.5,28.9,21.4
3.60E+10,69342,642,69.4236,1995,950,47.619,13.8,35.7,26.4
3.60E+10,65588,624,83.0649,2049,1676,81.796,13.3,39.2,28
3.61E+10,113833,712,12.9592,1960,13,0.663265,9.6,42.9,27.2
3.60E+10,81309,887,85.1925,2546,2130,83.6606,14.5,42.2,27.3
3.61E+10,44531,1635,17.4607,3820,174,4.55497,35.5,50.4,26.9
3.61E+10,79081,1488,94.038,4948,4227,85.4285,8.1,39.7,26.2
3.60E+10,69643,556,83.8067,2007,1380,68.7593,27.7,31.1,21
3.61E+10,96518,388,100,1374,1324,96.361,11.5,35.3,21.5
3.60E+10,76567,875,78.6638,2784,1915,68.7859,20.2,37.3,23.8
3.61E+10,58413,1591,47.8672,4337,335,7.72423,48.9,42.7,30.1
3.60E+10,63858,683,48.5557,1454,477,32.8061,13.4,44.1,30.4
3.61E+10,55625,1938,54.6965,4695,122,2.59851,35.4,39,33
3.60E+10,75938,596,60.8152,1840,1114,60.5435,9.4,39.2,27
3.61E+10,71607,1063,99.9168,3607,3563,98.7801,5.4,32.6,27.6
3.60E+10,75709,572,72.2153,1598,1118,69.9625,16.1,44.4,23.8
3.60E+10,70598,793,84.2018,2418,1938,80.1489,9.5,38.5,23.1
3.61E+10,54450,1185,39.1922,2674,121,4.52506,38,40.2,34.1
3.61E+10,81406,1028,88.7897,2801,2339,83.5059,2.4,34,30.8
3.61E+10,53063,891,41.8201,1901,83,4.36612,32,41.6,32.5
3.60E+10,55233,1438,38.0976,4079,1447,35.4744,17.2,36.7,26.7
3.60E+10,88043,2100,30.1403,6274,1277,20.3538,16.5,39,27.3
3.61E+10,50714,1674,41.2184,3792,356,9.38819,32.7,35.2,37.9
3.61E+10,71719,1615,37.1835,3792,38,1.00211,27.6,47.1,26.5
3.60E+10,67287,501,5.49525,1474,7,0.474898,7.1,37.4,22.9
3.60E+10,80417,668,0.0542888,1842,1,0.0542888,7.3,42,19.8
3.60E+10,66146,2335,4.10256,6240,215,3.44551,15.6,44.5,18.3
3.60E+10,NA,27,0,135,0,0,0,12.5,0
3.60E+10,NA,0,NaN,0,0,NaN,NA,NA,0
3.61E+10,67222,708,37.0556,1800,41,2.27778,24.5,44.6,25
3.60E+10,76607,1031,1.79533,2785,44,1.57989,9.7,48.8,20.6
3.61E+10,92069,926,39.6705,2367,15,0.633714,23.2,46.5,20.4
3.61E+10,94716,997,38.8101,2538,74,2.91568,24.7,44.9,25.1
3.61E+10,57853,2768,28.922,5501,68,1.23614,17.2,43,31.7
3.61E+10,74567,2593,24.0716,5143,126,2.44993,18,40.1,39.7
3.61E+10,56684,2961,25.6074,6092,212,3.47997,29.6,44.4,30.8
3.61E+10,76431,2273,41.6304,4821,100,2.07426,18.2,37.2,43
3.61E+10,56094,2645,38.6694,5922,320,5.40358,23.4,34.9,36.4
3.61E+10,NA,0,NaN,0,0,NaN,NA,NA,0
3.61E+10,49304,2430,25.7064,5415,210,3.87812,39.8,41.7,32.6
3.61E+10,42391,1945,31.3382,3826,83,2.16937,33.8,41.6,30.5
3.61E+10,53594,953,34.9796,2450,99,4.04082,44.3,46.3,23.6
3.60E+10,62759,640,91.1287,2153,1882,87.4129,6.8,33.4,22.7
3.61E+10,50357,2188,35.6004,4705,88,1.87035,32.8,45.5,28.4
3.60E+10,66484,996,98.1979,3052,2949,96.6252,6.2,40.7,25.7
3.61E+10,122083,734,27.8508,1903,42,2.20704,15.5,46.7,19.2
3.60E+10,86677,627,95.5684,2076,1957,94.2678,9.6,37.4,29.8
3.60E+10,79740,771,96.396,2414,2309,95.6504,6.9,43.4,24
3.60E+10,63973,1429,91.3735,3582,3169,88.4701,11.9,44.6,25.7
3.61E+10,89167,452,38.2182,1201,1,0.0832639,24.1,41.7,23.7
3.60E+10,83516,825,94.1447,2613,2298,87.9449,5.7,46.4,19.2
3.61E+10,105962,510,26.5035,1430,0,0,11.4,41.3,26.6
3.60E+10,65250,827,94.1341,2864,2682,93.6453,13,36.5,24.6
3.60E+10,73309,646,97.2222,2340,2049,87.5641,16.9,33.8,28.2
3.60E+10,48267,1263,86.3547,3569,2515,70.4679,18.2,36.5,22.4
3.61E+10,74237,1058,30.7609,1853,13,0.701565,12.7,41.6,40.6
3.60E+10,63043,1190,59.299,3538,1910,53.9853,25,31.9,31.1
3.61E+10,76185,2717,31.2006,5064,255,5.03555,14.3,44.8,33.2
3.60E+10,52669,1153,85.1739,3595,2606,72.4896,34.3,37.1,29.1
3.61E+10,67875,1517,24.5591,3062,28,0.914435,18.2,44.3,28.4
3.60E+10,76053,1000,47.901,3597,1441,40.0612,28.5,31.7,25.3
3.61E+10,51418,1849,36.0976,4715,26,0.551432,40.5,40.9,29.2
3.60E+10,83750,636,12.3219,2597,144,5.54486,9.3,23.4,24.5
3.61E+10,35958,1517,30.6128,3835,406,10.5867,40.8,43.3,26.5
3.60E+10,56932,639,33.4304,2061,469,22.7559,23.9,32.3,25.1
3.61E+10,61029,1290,63.6614,3272,392,11.9804,40.1,43.1,28.8
3.60E+10,52396,639,26.7867,1889,449,23.7692,9,30.4,22.1
3.61E+10,97016,544,23.2628,1655,0,0,6.4,47.3,17.3
3.60E+10,43350,973,17.6434,3242,453,13.9729,25.6,27.6,24.7
3.60E+10,62188,297,2.2449,980,22,2.2449,8,38.7,10.1
3.60E+10,93500,446,0.411241,1459,2,0.13708,10.6,33.8,20.8
3.60E+10,70000,648,15.2989,1974,106,5.36981,15.1,37.2,21.5
3.61E+10,66151,2492,35.2855,4798,47,0.979575,15.5,40.3,36.2
3.61E+10,79495,2273,34.24,4559,395,8.66418,18.5,44.3,32.4
3.60E+10,81645,661,10.8539,1944,13,0.668724,26.7,40.3,18.3
3.60E+10,34641,1005,12.8071,2483,25,1.00685,42.9,36.6,20
3.60E+10,46917,1599,44.7254,4588,485,10.5711,40,35.5,28.8
3.60E+10,52063,1242,67.9565,3773,1535,40.6838,33.1,35.1,30.4
3.60E+10,57059,740,87.2666,2356,1779,75.5093,30.5,32.7,25.3
3.60E+10,45242,1144,21.9926,3533,86,2.43419,25.4,31.8,25.9
3.61E+10,80480,2007,30.4738,4010,107,2.66833,14,37.3,43
3.61E+10,78654,688,49.0275,1491,34,2.28035,19.1,37.6,40.3
3.60E+10,53299,909,84.9285,2727,2157,79.0979,31.2,35.9,25.9
3.60E+10,49904,1167,52.3157,3649,1673,45.8482,17,32.3,25.6
3.61E+10,71750,1140,26.3514,2220,223,10.045,14.6,38,36.4
3.60E+10,53150,1075,73.9605,2838,1655,58.3157,36.7,36.9,33.6
3.61E+10,82738,862,13.0796,2049,61,2.97706,17.1,42.2,27
3.60E+10,53571,1720,94.4226,4070,3522,86.5356,14.9,42.7,26.6
3.61E+10,90327,1545,13.01,5196,170,3.27175,10,29.4,23.4
3.61E+10,65959,1084,40.0894,2684,149,5.55142,23,39.4,29.9
3.61E+10,65859,2181,39.811,6561,240,3.65798,26.3,32.4,31.1
3.61E+10,71000,1176,48.7744,2407,181,7.51973,17.6,44.1,26.5
3.61E+10,50859,1307,38.7464,3159,245,7.75562,20.4,38.1,30.1
3.61E+10,51029,1034,25.4012,3614,291,8.05202,23.9,27.1,26.5
3.61E+10,49572,1331,66.8896,3887,1033,26.5758,17.8,32.7,31.9
3.60E+10,80625,658,97.4282,2333,2251,96.4852,12.6,37.1,29.5
3.60E+10,47108,1544,99.1278,4013,3818,95.1408,18.4,40.3,30.6
3.60E+10,80192,800,96.69,2719,2418,88.9298,18,42.2,23.3
3.60E+10,36759,1740,94.5226,4765,3489,73.2214,36.1,36.7,25.7
3.61E+10,58807,497,90.3117,1476,1207,81.7751,1.9,39.5,18.2
3.60E+10,40882,1189,95.5737,3434,3012,87.7111,32,38.7,22.2
3.61E+10,60000,764,96.3682,2368,1744,73.6486,9.5,36.5,30.8
3.60E+10,39815,1778,96.8178,5248,4442,84.6418,11.2,36.5,30.1
3.61E+10,70781,697,95.9633,2180,1719,78.8532,3.3,34.4,24.1
3.60E+10,34848,1300,98.8642,3874,3588,92.6174,9.5,35.2,31
3.61E+10,NA,0,NaN,0,0,NaN,NA,NA,0
3.60E+10,36760,637,98.1692,2021,1886,93.3201,13,31.3,28.2
3.60E+10,51213,1861,81.9539,4422,3182,71.9584,11.3,33.6,40.2
3.60E+10,34032,1742,96.9199,4870,4207,86.386,5.9,35.3,32.9
3.61E+10,53136,2741,92.0807,6743,367,5.44268,49.9,42.7,26.8
3.61E+10,30297,1537,87.833,3904,89,2.27971,70.8,45.7,25.1
3.60E+10,48619,1310,80.584,3219,2389,74.2156,10.9,38.3,31.8
3.60E+10,44360,2269,82.8448,5322,4018,75.4979,11,35.1,35.4
3.61E+10,55215,1031,80.4493,3739,68,1.81867,48.9,34.3,35.5
3.60E+10,51419,1391,82.0131,3825,2874,75.1373,6.5,37.3,28.4
3.60E+10,43607,1727,91.4041,4793,3664,76.4448,15.9,33.1,33.9
3.61E+10,48393,1400,78.4108,4669,27,0.578282,60.4,34.9,27.8
3.61E+10,53715,1005,53.2882,3102,61,1.96647,39,39.4,30.5
3.60E+10,34598,1210,86.4957,2925,2130,72.8205,12,32.6,29.8
3.60E+10,48295,1133,66.4999,3797,2392,62.9971,12,28.2,22.8
3.60E+10,12283,144,91.4552,1182,696,58.8832,42,62.8,15.5
3.61E+10,75526,2678,41.8707,7516,429,5.70782,27.3,39.8,24.4
3.60E+10,37482,887,97.1154,2184,1967,90.0641,5.4,35.1,31.3
3.61E+10,51189,1001,90.4883,3543,2096,59.1589,4.9,35.4,29
3.60E+10,46389,966,99.8312,2369,2196,92.6973,12.3,32.9,29.6
3.60E+10,45278,968,98.5356,2868,2600,90.6555,10.2,39.2,25.5
3.61E+10,58000,1052,87.4018,4199,1834,43.6771,8.8,32.2,28
3.60E+10,45717,1669,89.679,4767,3830,80.344,8.8,30.8,30.8
3.60E+10,41518,1775,97.0024,5004,4620,92.3261,5.2,32.2,28.4
3.60E+10,38281,2670,91.8808,6848,5869,85.7039,11.6,33.8,29.5
3.60E+10,38475,1597,95.1816,4213,3728,88.488,13.9,32.4,35.1
3.60E+10,35571,1844,98.3297,5508,5366,97.4219,12.7,35.9,23.7
3.60E+10,49464,1194,94.5618,3457,3096,89.5574,15.9,36.5,31.2
3.60E+10,50586,2176,98.1895,6186,5773,93.3236,12.3,33.9,35
3.60E+10,63629,674,92.1923,2267,1959,86.4138,3.3,36.4,28.5
3.60E+10,82000,590,93.3657,1854,1704,91.9094,5.7,38.7,24.9
3.60E+10,65625,755,98.3545,2127,2047,96.2388,8.6,38.6,23.3
3.61E+10,52241,1613,83.1109,5394,100,1.85391,53.3,43.3,23.2
3.61E+10,61573,1681,76.2635,6193,817,13.1923,16.7,36.7,28.4
3.60E+10,78804,776,97.1468,2874,2791,97.112,0.7,35,28
3.61E+10,58125,1941,77.9736,5902,1260,21.3487,11.6,40.4,27.5
3.60E+10,53667,784,96.43,2577,2343,90.9197,11.6,37,28.8
3.61E+10,28414,2044,83.2571,4808,717,14.9126,56.5,47.3,25.2
3.60E+10,75063,643,96.3227,1686,1584,93.9502,4.5,48.3,29.6
3.61E+10,75227,910,60.755,3073,340,11.0641,10.1,42.7,25
3.61E+10,59688,255,75.3308,1058,107,10.1134,19.3,34.6,35.7
3.60E+10,73750,560,99.841,1887,1809,95.8665,1.3,32.5,26.7
3.61E+10,38438,2314,89.0715,7485,609,8.13627,79.1,37.8,30.1
3.60E+10,63750,463,98.5607,1598,1567,98.0601,3,35.1,22.7
3.60E+10,NA,8,100,8,8,100,0,NA,0
3.61E+10,29359,1787,87.4005,4524,91,2.01149,65.4,45.8,24.9
3.60E+10,45759,701,98.365,1896,1821,96.0443,11.2,41.2,25.5
3.61E+10,51111,2478,72.9176,6543,97,1.4825,59.9,41.9,29.5
3.60E+10,63661,1407,98.3033,3713,3650,98.3033,6.5,39.3,30.6
3.61E+10,37245,1830,83.4703,6086,281,4.61715,61.6,40.8,28.5
3.60E+10,53125,841,97.4596,2598,2410,92.7637,7.8,38.3,25.5
3.61E+10,40399,1923,79.1489,5381,70,1.30087,57.3,38.8,29.8
3.60E+10,41941,1180,99.7788,3617,3490,96.4888,10.4,38.7,25.3
3.61E+10,53942,887,81.6343,2521,68,2.69734,60.3,45.3,29.4
3.60E+10,41607,1018,100,2790,2657,95.233,7.2,41,22.6
3.61E+10,29665,2624,88,6875,191,2.77818,67,37.3,32.2
3.61E+10,68199,777,59.8252,2631,287,10.9084,15.7,31.6,33.9
3.60E+10,61806,748,100,2393,2260,94.4421,2.5,35.7,29.1
3.61E+10,40156,1888,75.976,4175,13,0.311377,66.7,48.7,31.4
3.60E+10,44180,1181,97.6673,3258,3134,96.194,6.2,36.8,24.1
3.60E+10,43977,1135,93.6709,3397,3176,93.4943,11.3,35.2,28.7
3.61E+10,49886,825,93.3125,2243,37,1.64958,61.2,35.1,44.2
3.60E+10,37639,1175,99.9056,3178,2972,93.5179,5.6,39.1,26.7
3.61E+10,21154,768,87.8012,1992,607,30.4719,38.8,35.3,28.6
3.60E+10,40833,1082,99.1393,2556,2374,92.8795,3.8,44.5,24.4
3.60E+10,27440,1362,91.4402,3680,3164,85.9783,11.3,40.7,21.6
3.60E+10,44917,583,78.3188,1725,1217,70.5507,13.6,35.3,27.2
3.60E+10,42482,973,97.4359,3588,3355,93.5061,9.2,36.7,27
3.60E+10,52118,1163,94.1495,2957,2746,92.8644,2.4,42.4,24.4
3.60E+10,41616,2475,97.8377,6567,6217,94.6703,4.6,40.3,24.8
3.61E+10,75923,2751,5.32648,7397,55,0.743545,8.1,43.1,25.7
3.60E+10,41486,1842,97.92,5048,4739,93.8788,2.5,33.1,26.9
3.60E+10,36500,1764,99.5137,4318,4236,98.101,7.3,40.3,22.3
3.60E+10,43718,1360,98.2256,3945,3557,90.1648,6.9,34.8,27.8
3.61E+10,41379,4026,70.5638,10093,504,4.99356,49.9,46,28.2
3.60E+10,28415,2081,97.255,6703,6159,91.8842,6.3,40.3,25.6
3.61E+10,90362,2866,4.09668,8275,27,0.326284,7.7,48.6,22.2
3.60E+10,27365,1469,97.8377,3746,3593,95.9156,2.6,32.3,27.3
3.60E+10,48304,1213,94.3766,3930,3476,88.4478,2.8,28.5,33
3.60E+10,33427,1304,98.5137,3095,2792,90.21,2.1,29.2,28.4
3.60E+10,38843,664,94.1176,2040,1863,91.3235,2.3,33.5,32.8
3.60E+10,29610,2010,95.6732,5593,4608,82.3887,7.9,28.4,31.5
3.60E+10,32813,887,95.2103,4113,3401,82.689,11.1,25.9,26.8
3.60E+10,18280,1581,91.4816,4367,3031,69.4069,15.5,26.9,23.8
3.61E+10,31689,420,38.1754,1129,81,7.17449,27.6,45.2,18
3.60E+10,12008,1206,93.2741,3717,3070,82.5935,6.8,31.3,41.3
3.60E+10,10674,2356,89.6446,5881,4808,81.7548,11.6,26.9,21.1
3.60E+10,18979,2236,93.8096,6187,4886,78.972,10.1,24.1,23.9
3.60E+10,25781,1453,97.9352,3826,3551,92.8123,4.5,32.5,28.5
3.61E+10,87636,1701,1.13663,4223,21,0.497277,0.2,50.3,16.3
3.61E+10,NA,0,NaN,0,0,NaN,NA,NA,0
3.61E+10,NA,12,0,15,0,0,0,84.2,0
3.60E+10,30528,1055,90.8821,3027,2237,73.9016,17.4,34,22
3.61E+10,58875,1759,62.9025,6491,208,3.20444,38.1,40.3,31.1
3.60E+10,40474,1084,97.299,3184,2931,92.054,2,30.6,26.1
3.61E+10,114784,779,0,2122,0,0,5.1,46.1,19.8
3.60E+10,36429,1194,93.9652,2817,2639,93.6812,1.9,37.4,28.2
3.60E+10,35089,949,99.1837,2940,2865,97.449,3.2,30.5,35.2
3.61E+10,49556,1144,58.8952,3367,217,6.44491,37.5,33.7,34.2
3.61E+10,127609,1182,0.794621,3272,5,0.152812,0.7,47.9,13.9
3.60E+10,52039,1050,99.5843,2646,2509,94.8224,3.8,42.2,24.7
3.61E+10,63242,2047,68.1347,6267,214,3.41471,34.9,35.6,26
3.60E+10,59864,981,99.725,2545,2458,96.5815,1,41.8,29.9
3.60E+10,74931,449,98.1765,1371,1341,97.8118,1.7,40.9,28.9
3.60E+10,67636,980,97.0224,2586,2478,95.8237,3.9,40.9,28.6
3.61E+10,88648,1445,7.00141,4242,51,1.20226,6.6,43.4,23
3.61E+10,80907,1639,13.5912,3826,270,7.05698,7.4,42.8,33.2
3.60E+10,72214,608,99.6098,2050,1936,94.439,0.8,37.4,26.8
3.61E+10,47161,2301,21.3031,5863,876,14.9412,13.1,48.6,20.8
3.60E+10,31523,841,98.2503,2229,2190,98.2503,2.7,33.5,36.4
3.61E+10,68929,1666,59.2985,4818,102,2.11706,29,40.8,31.2
3.61E+10,56912,1258,53.2491,3801,1334,35.096,16.3,36.1,31.7
3.61E+10,50602,1685,66.2732,4913,2477,50.4173,4,29.9,33.8
3.61E+10,46178,2563,33.7856,5085,1303,25.6244,20.1,47.5,20.2
3.60E+10,60682,1220,99.0173,3765,3713,98.6189,14.7,37.7,24.7
3.60E+10,26905,1168,86.8835,2798,2376,84.9178,10.6,34.5,21.1
3.61E+10,64688,1336,33.5852,3838,142,3.69984,28.5,44.1,25
3.60E+10,66630,672,90.5606,2087,1789,85.7211,8.9,44,24.2
3.61E+10,61983,760,54.3786,2398,25,1.04254,40.9,35.6,33.6
3.60E+10,70224,954,98.7318,3233,3128,96.7522,10.7,37.4,24.3
3.60E+10,62402,1445,98.5523,4490,4425,98.5523,12.2,36.4,29.7
3.61E+10,62772,1546,74.9026,4877,2905,59.5653,8.2,36.4,24.5
3.60E+10,64654,1284,93.7897,4879,4214,86.3702,24.2,30.2,24.7
3.60E+10,67220,1167,96.2746,3409,2830,83.0155,16.1,39.7,35.6
3.60E+10,NA,0,NaN,0,0,NaN,NA,NA,0
3.60E+10,71711,522,92.0338,1657,1379,83.2227,12,35.5,22.5
3.61E+10,71685,1188,86.4858,4203,3075,73.162,7,36.8,31
3.60E+10,60375,737,91.7825,2519,1803,71.576,20.6,35.9,27.7
3.60E+10,83527,721,89.0547,2412,1619,67.1227,9,32.8,29
3.60E+10,59000,440,83.4035,1663,1276,76.7288,5.7,37.1,27.3
3.60E+10,59509,689,82.057,1789,1335,74.6227,9.9,39.3,26.1
3.61E+10,22366,837,69.5396,2541,1706,67.1389,17.8,23.7,21.2
3.61E+10,17763,2286,78.9609,7372,4623,62.7103,17.2,22.2,21.6
3.61E+10,44821,1059,84.9558,3390,2548,75.1622,13.5,45.6,23.9
3.61E+10,93533,756,12.9882,2202,1,0.0454133,21.1,45.8,20.4
3.60E+10,63627,762,90.5786,3301,2532,76.704,12.9,42.1,25.1
3.61E+10,73839,801,31.7562,2346,8,0.341006,26.6,41.7,25.7
3.60E+10,20586,1637,91.58,4038,2973,73.6256,8.2,33.3,26.5
3.60E+10,68068,606,97.4267,1943,1861,95.7797,7.9,42.2,22.3
3.60E+10,67458,1028,97.3329,3337,3117,93.4073,15.4,32.8,31.8
3.61E+10,85678,966,11.9655,2783,0,0,18.2,39.4,27.8
3.60E+10,53681,1007,87.5732,3243,2714,83.6879,15.7,37,29.2
3.60E+10,59265,458,96.2137,1479,1237,83.6376,23.5,36,23.8
3.61E+10,90656,2926,15.395,6645,103,1.55004,12.9,45.8,23.9
3.61E+10,46250,1102,75.4259,3874,2338,60.3511,23.1,25.8,21.5
3.60E+10,66776,571,91.4474,1672,1433,85.7057,15.6,34.9,27.2
3.60E+10,75139,644,94.2261,2061,1788,86.754,9.3,35.7,28.4
3.60E+10,75329,1121,96.5976,3762,3550,94.3647,19.6,34.9,24.8
3.61E+10,60035,1195,22.3147,2523,45,1.78359,12.3,49.1,24
3.61E+10,90694,1925,31.1044,4292,14,0.326188,14.3,50,17.3
3.61E+10,66944,3646,31.8465,6905,132,1.91166,14.5,50.5,24.5
3.61E+10,52170,1021,37.1316,2545,64,2.51473,27.4,42.2,25.2
3.60E+10,64198,1233,95.1854,4154,3895,93.765,14.4,34.7,23.3
3.61E+10,53152,2136,76.3324,6511,4246,65.2127,16,34.7,26.9
3.61E+10,22288,2436,62.8169,4970,2837,57.0825,29.9,38.9,26.9
3.61E+10,NA,0,NaN,0,0,NaN,NA,NA,0
3.60E+10,72670,961,93.8747,2857,2571,89.9895,15.6,33.4,29.9
3.60E+10,78448,850,94.3038,2686,2376,88.4587,14,36.9,31.5
3.60E+10,60000,696,81.167,2108,1488,70.5882,14.1,37.3,24.6
3.61E+10,81821,673,59.6477,2555,1334,52.2114,4.4,28.6,23.3
3.61E+10,60948,2440,70.9368,8454,4908,58.0554,12.4,30.1,25.5
3.60E+10,59494,723,94.2112,2453,1975,80.5137,21.5,36.9,23.8
3.61E+10,30526,3022,54.8406,9978,3711,37.1918,22.3,33.3,23.6
3.61E+10,22393,1577,14.3951,4571,516,11.2886,15.2,30.1,23.9
3.60E+10,69615,718,93.668,2211,1794,81.1398,14.8,38.5,33.3
3.60E+10,70380,783,95.7047,2235,2003,89.6197,13,41.7,22.1
3.60E+10,92663,447,94.8822,1485,1388,93.468,7.1,38.9,34.9
3.61E+10,63277,2366,26.679,5926,17,0.286871,17.3,47.6,20.3
3.60E+10,74181,719,95.9847,1569,1435,91.4595,1.2,40.5,25.8
3.60E+10,91646,631,92.6485,2054,1844,89.776,4.4,43.3,22.5
3.60E+10,53214,712,91.7138,1943,1474,75.8621,16.8,38.2,32.1
3.60E+10,54273,609,93.5826,1792,1525,85.1004,8.8,37,31.9
3.60E+10,67083,862,94.9341,2961,2811,94.9341,24.4,33.2,21.8
3.60E+10,78819,457,96.0674,1424,1231,86.4466,6.2,40.1,28.9
3.61E+10,75182,1303,27.1326,3634,61,1.67859,26.4,45.4,24
3.61E+10,35391,1868,82.4434,6630,4599,69.3665,14.4,32,28.9
3.61E+10,64444,1794,44.5297,6645,2052,30.8804,18.7,28,27
3.61E+10,77723,1553,30.2383,4491,24,0.534402,26.1,39.5,30.7
3.60E+10,21550,1541,78.0773,3672,2472,67.3203,13.6,31,22.7
3.61E+10,71231,2092,29.3142,6693,61,0.9114,29.8,40.6,25
3.61E+10,61385,2604,48.9898,6979,173,2.47887,30.1,40.9,27.4
3.60E+10,25162,3348,65.0945,6721,3696,54.9918,20.6,43.2,22.6
3.60E+10,27878,3015,64.175,6127,3077,50.2203,23,43.5,22.8
3.61E+10,86875,1279,32.4901,3795,2,0.0527009,20.2,48.2,27.6
3.60E+10,71875,252,77.763,751,577,76.8309,8,41.4,11.7
3.61E+10,69625,796,1.04019,2115,3,0.141844,1.2,44.9,24.1
3.61E+10,NA,0,NaN,0,0,NaN,NA,NA,0
3.60E+10,61639,1731,96.4046,3866,3624,93.7403,5.6,48.2,22.1
3.61E+10,60370,1004,43.16,2500,73,2.92,26.8,46.2,22.3
3.61E+10,101276,1042,42.0113,3361,43,1.27938,30.7,44.6,26.9
3.61E+10,97857,656,24.3039,1724,39,2.26218,12.5,34,26.5
3.60E+10,47386,588,92.4918,2131,1812,85.0305,12.3,31.9,38.6
3.61E+10,70250,1180,37.5903,3876,138,3.56037,19,37.8,30
3.60E+10,34545,1634,97.0249,4941,4120,83.3839,3.8,29.7,28.9
3.60E+10,28690,1565,89.6282,4599,3727,81.0394,8.6,26.6,20.8
3.60E+10,18768,1456,91.2255,3362,2760,82.094,9.4,32.6,23.6
3.61E+10,77005,907,45.8538,2641,114,4.31655,17.9,44.6,21.9
3.60E+10,33000,918,82.1188,3115,2495,80.0963,6.8,35.4,25.5
3.60E+10,30610,896,80.8913,2805,2225,79.3226,9.5,31.5,28.6
3.60E+10,43919,1112,81.3786,3888,2869,73.7912,8.8,30.5,33.7
3.60E+10,35179,1007,92.7395,2975,2501,84.0672,10.3,33.8,29.5
3.61E+10,78237,777,58.2862,2474,48,1.94018,36.1,36.5,35.7
3.60E+10,41116,1073,98.1105,3546,3433,96.8133,2.1,25.6,24.2
3.60E+10,34958,1201,88.2738,3667,2771,75.5659,8.7,30.6,22.8
3.60E+10,40694,1440,93.1842,3800,2901,76.3421,10.3,37.7,25.1
3.61E+10,80417,876,29.6868,2267,116,5.11689,14.4,38.9,31.4
3.60E+10,21921,1419,93.5144,4456,3785,84.9417,4,25.4,24.7
3.60E+10,50185,700,81.7039,2148,1574,73.2775,14.8,35.3,26.8
3.61E+10,87273,606,29.6778,1614,0,0,18.6,39.7,26.5
3.60E+10,20667,824,82.4732,2984,1797,60.2212,21.1,25.1,27.6
3.61E+10,54981,1423,45.6712,3650,36,0.986301,29.5,42.3,30.4
3.61E+10,98162,779,37.7532,2172,18,0.828729,20.3,48,23.4
3.60E+10,39265,546,46.6041,1811,580,32.0265,18.9,34.6,27.2
3.60E+10,28320,815,76.4484,2123,1083,51.0127,23.3,34.1,32
3.60E+10,25481,787,85.2931,2815,2087,74.1385,10.3,25.2,21.9
3.60E+10,31108,867,70.3759,2660,919,34.5489,32,33.1,29.3
3.61E+10,93750,620,39.5119,1926,70,3.63448,18.2,46.7,21.7
3.60E+10,32297,817,91.5814,2542,1542,60.6609,13.3,32.1,26.9
3.61E+10,89028,349,40.5742,1045,27,2.58373,20,50.4,22.2
3.60E+10,25058,926,87.7726,3026,2054,67.8784,14.8,29,27
3.61E+10,77167,726,69.3567,2565,72,2.80702,50.7,35.7,36.6
3.60E+10,12902,1529,92.6887,4240,2946,69.4811,12.1,26.9,24.7
3.61E+10,58253,1236,73.0442,3528,78,2.21088,46.6,39,32
3.60E+10,38856,921,74.3353,2821,1774,62.8855,9.8,29.8,30.4
3.61E+10,49893,1389,78.9644,4326,309,7.14286,51.1,41,32.7
3.60E+10,29375,829,96.2771,2310,1690,73.1602,10.2,26.9,26.3
3.61E+10,54605,1516,77.5228,4925,243,4.93401,62.2,46.3,29.7
3.60E+10,43476,718,96.3285,2070,1872,90.4348,4.1,34.1,30.4
3.61E+10,33554,2776,82.5492,8842,480,5.42864,65.1,45,27.3
3.60E+10,37263,919,87.8109,3216,2661,82.7425,6.5,34.3,30.6
3.60E+10,32461,811,79.1962,2961,2129,71.9014,8.5,24.5,26.2
3.61E+10,37227,583,82.5668,1870,4,0.213904,59.7,37.4,33
3.60E+10,32024,598,53.6571,1709,608,35.5764,23.7,33.8,35.2
3.60E+10,35652,590,80.5672,1904,696,36.5546,26.6,34.5,29
3.61E+10,49597,990,68.7834,2992,44,1.47059,43.1,38.9,27.2
3.60E+10,49250,712,70.8726,2441,484,19.8279,26,35.3,26.7
3.60E+10,46250,1100,46.7031,3473,1232,35.4737,16.4,32.4,31.1
3.60E+10,48851,1081,36.539,3837,808,21.0581,29.3,28.2,30.4
3.61E+10,54536,1980,68.9205,5206,177,3.39992,32.2,39.1,36.9
3.60E+10,44292,817,37.1055,3137,755,24.0676,27.8,30.5,36
3.60E+10,38571,916,49.5188,3013,705,23.3986,37,33.7,26.8
3.60E+10,37083,412,66.3077,1300,472,36.3077,26.2,35.5,28.8
3.60E+10,NA,0,NaN,0,0,NaN,NA,NA,0
3.61E+10,58980,605,53.7778,1800,126,7,37.3,35.9,28.1
3.60E+10,35952,878,53.5492,3057,806,26.3657,28.5,26.8,29.5
