Date/Time,Lat,Lon,Base
4/1/14 7:21,40.72729052,-73.97969359,B02512
4/1/14 7:22,40.77510938,-73.94752244,B02512
4/1/14 7:22,40.74057271,-73.99829792,B02512
4/1/14 7:23,40.83643146,-74.146079,B02512
4/1/14 7:24,40.74516105,-73.99099929,B02512
4/1/14 7:25,40.78051327,-73.94814456,B02512
4/1/14 7:25,40.78051327,-73.94814456,B02512
4/1/14 7:26,40.78138621,-73.95128097,B02512
4/1/14 7:26,40.78635227,-73.96988905,B02512
4/1/14 7:27,40.78298552,-73.95591541,B02512
4/1/14 7:28,40.75822176,-73.99280726,B02512
4/1/14 7:29,40.7215926,-74.00460019,B02512
4/1/14 7:29,40.72979524,-73.99882709,B02512
4/1/14 7:29,40.77463163,-73.95601161,B02512
4/1/14 7:30,40.72080898,-73.99400169,B02512
4/1/14 7:32,40.76687806,-73.96174218,B02512
4/1/14 7:32,40.70837288,-74.00639019,B02512
4/1/14 7:35,40.74252385,-73.99422423,B02512
4/1/14 7:35,40.74238316,-73.98377266,B02512
4/1/14 7:35,40.77242212,-73.95501672,B02512
4/1/14 7:37,40.77874391,-73.95594086,B02512
4/1/14 7:38,40.77517526,-73.96373866,B02512
4/1/14 7:38,40.77542034,-73.95000191,B02512
4/1/14 7:38,40.73678924,-74.00442886,B02512
4/1/14 7:40,40.71740374,-73.99235376,B02512
4/1/14 7:42,40.73047101,-73.99344128,B02512
4/1/14 7:45,40.77469246,-73.96126675,B02512
4/1/14 7:45,40.72289838,-73.99397504,B02512
4/1/14 7:46,40.73957153,-73.98095375,B02512
4/1/14 7:46,40.72498368,-73.99935076,B02512
4/1/14 7:50,40.69503539,-74.1774153,B02512
4/1/14 7:51,40.71904907,-74.0064305,B02512
4/1/14 7:51,40.82705086,-73.97260923,B02512
4/1/14 7:53,40.77934651,-73.94945246,B02512
4/1/14 7:54,40.72656591,-73.98010738,B02512
4/1/14 7:55,40.69216371,-74.18108844,B02512
4/1/14 7:56,40.74177907,-74.00741676,B02512
4/1/14 7:56,40.71081641,-73.98454338,B02512
4/1/14 7:57,40.78565457,-73.98021639,B02512
4/1/14 7:59,40.77570248,-73.9501832,B02512
4/1/14 8:01,40.75141948,-73.96990187,B02512
4/1/14 8:02,40.73426671,-73.99355879,B02512
4/1/14 8:05,40.73396249,-74.00938734,B02512
4/1/14 8:05,40.71803222,-74.00990409,B02512
4/1/14 8:07,40.72867569,-73.98048637,B02512
4/1/14 8:08,40.75797738,-73.97068479,B02512
4/1/14 8:08,40.69202971,-74.18128367,B02512
4/1/14 8:08,40.77796564,-73.9486706,B02512
4/1/14 8:08,40.76582835,-73.96918765,B02512
4/1/14 8:08,40.72224035,-74.01036191,B02512
4/1/14 8:10,40.73287673,-73.98809227,B02512
4/1/14 8:11,40.76585117,-73.97662735,B02512
4/1/14 8:16,40.77892029,-73.96179783,B02512
4/1/14 8:18,40.78902392,-73.9743033,B02512
4/1/14 8:19,40.76168643,-73.98431523,B02512
4/1/14 8:19,40.72139667,-73.94752915,B02512
4/1/14 8:20,40.75951451,-73.99130347,B02512
4/1/14 8:21,40.79313703,-73.97476127,B02512
4/1/14 8:21,40.73712389,-74.00043103,B02512
4/1/14 8:22,40.73447529,-73.99601544,B02512
4/1/14 8:24,40.77473033,-73.99120838,B02512
4/1/14 8:24,40.88219468,-73.92112121,B02512
4/1/14 8:25,40.76202166,-73.97868854,B02512
4/1/14 8:25,40.76202166,-73.97868854,B02512
4/1/14 8:27,40.73258748,-74.00379695,B02512
4/1/14 8:28,40.75548548,-73.97374483,B02512
4/1/14 8:28,40.7595632,-73.98544882,B02512
4/1/14 8:29,40.69038451,-74.17776476,B02512
4/1/14 8:29,40.69038451,-74.17776476,B02512
4/1/14 8:30,40.74076444,-73.99136608,B02512
4/1/14 8:32,40.68192098,-73.93582239,B02512
4/1/14 8:32,40.7624434,-73.97137566,B02512
4/1/14 8:36,40.78054903,-73.95479013,B02512
4/1/14 8:39,40.78892917,-73.95416663,B02512
4/1/14 8:42,40.78348251,-73.9512959,B02512
4/1/14 8:43,40.76513604,-73.96171946,B02512
4/1/14 8:43,40.72613431,-73.99179255,B02512
4/1/14 8:44,40.73031925,-73.99365426,B02512
4/1/14 8:44,40.87358565,-74.06275936,B02512
4/1/14 8:45,40.72400743,-73.99810874,B02512
4/1/14 8:46,40.77442156,-73.95780067,B02512
4/1/14 8:49,40.76066727,-73.98608666,B02512
4/1/14 8:49,40.77492611,-73.98407836,B02512
4/1/14 8:51,40.76245484,-73.97241837,B02512
4/1/14 8:52,40.73774088,-73.99653277,B02512
4/1/14 8:54,40.7387737,-74.00871235,B02512
4/1/14 8:56,40.76766619,-73.98095244,B02512
4/1/14 8:58,40.76906451,-73.96521032,B02512
4/1/14 8:58,40.78162048,-73.96016864,B02512
4/1/14 8:58,40.77391936,-73.87169505,B02512
4/1/14 9:00,40.78410731,-73.95423434,B02512
4/1/14 9:02,40.74264576,-73.99634049,B02512
4/1/14 9:05,40.77095698,-73.86685635,B02512
4/1/14 9:06,40.77498583,-73.98881245,B02512
4/1/14 9:07,40.7355592,-74.00287368,B02512
4/1/14 9:08,40.76656566,-73.97841454,B02512
4/1/14 9:10,40.71181873,-73.94988396,B02512
4/1/14 9:12,40.70974797,-74.01531737,B02512
4/1/14 9:15,40.74383402,-74.00609938,B02512
4/1/14 9:16,40.75999877,-73.98605992,B02512
4/1/14 9:16,40.7751673,-73.96347945,B02512
4/1/14 9:23,40.77875798,-73.9559744,B02512
4/1/14 9:24,40.80782482,-73.96392449,B02512
4/1/14 9:24,40.76313206,-73.97841294,B02512
4/1/14 9:25,40.77877549,-73.95098384,B02512
4/1/14 9:25,40.77137815,-73.95940865,B02512
4/1/14 9:28,40.76940855,-73.98298385,B02512
4/1/14 9:30,40.73302552,-73.99011366,B02512
4/1/14 9:32,40.74116813,-73.98776069,B02512
4/1/14 9:35,40.75257358,-73.97496555,B02512
4/1/14 9:38,40.76015778,-73.95983152,B02512
4/1/14 9:42,40.77296164,-73.96692244,B02512
4/1/14 9:46,40.76282335,-73.99481289,B02512
4/1/14 9:46,40.7752129,-73.96358905,B02512
4/1/14 9:48,40.72827553,-74.00706723,B02512
4/1/14 9:49,40.71945128,-74.03667874,B02512
4/1/14 9:49,40.71945128,-74.03667874,B02512
4/1/14 9:52,40.7746937,-73.99114823,B02512
4/1/14 9:52,40.74013244,-73.99201039,B02512
4/1/14 9:54,40.76864982,-73.96981487,B02512
4/1/14 9:54,40.73364205,-73.99823179,B02512
4/1/14 9:55,40.77947754,-73.98367878,B02512
4/1/14 9:58,40.71480668,-74.01617505,B02512
4/1/14 9:58,40.74377849,-73.97591111,B02512
4/1/14 9:58,40.7449546,-73.98878949,B02512
4/1/14 10:01,40.77679095,-73.97730136,B02512
4/1/14 10:01,40.75944523,-73.96604301,B02512
4/1/14 10:04,40.77405942,-73.87262645,B02512
4/1/14 10:05,40.73669951,-73.99072261,B02512
4/1/14 10:06,40.73676186,-73.9846546,B02512
4/1/14 10:07,40.80793676,-73.96381049,B02512
4/1/14 10:15,40.66780702,-73.79562769,B02512
4/1/14 10:15,40.7209692,-74.00332413,B02512
4/1/14 10:15,40.77644017,-73.95984921,B02512
4/1/14 10:18,40.77463202,-73.9581156,B02512
4/1/14 10:18,40.77449005,-73.96384514,B02512
4/1/14 10:22,40.72243444,-73.99351127,B02512
4/1/14 10:22,40.77360809,-73.96258984,B02512
4/1/14 10:23,40.734773,-73.992852,B02512
4/1/14 10:27,40.76045743,-73.99911457,B02512
4/1/14 10:27,40.69478159,-74.17792154,B02512
4/1/14 10:29,40.75734012,-73.98768257,B02512
4/1/14 10:32,40.6948811,-74.17806185,B02512
4/1/14 10:32,40.6948811,-74.17806185,B02512
4/1/14 10:32,40.7771225,-73.97543603,B02512
4/1/14 10:33,40.75842191,-73.98898347,B02512
4/1/14 10:33,40.75496762,-73.98781274,B02512
4/1/14 10:34,40.72258527,-74.00040697,B02512
4/1/14 10:34,40.77398493,-73.96067159,B02512
4/1/14 10:34,40.77178287,-73.96542541,B02512
4/1/14 10:34,40.77480772,-73.99100548,B02512
4/1/14 10:36,40.77495004,-73.95947076,B02512
4/1/14 10:37,40.76356574,-73.96360401,B02512
4/1/14 10:37,40.77429323,-73.9847303,B02512
4/1/14 10:41,40.76882701,-73.86274897,B02512
4/1/14 10:43,40.72538487,-74.00711074,B02512
4/1/14 10:44,40.75341617,-73.9748306,B02512
4/1/14 10:44,40.77730711,-73.95949029,B02512
4/1/14 10:46,40.72331571,-74.00622251,B02512
4/1/14 10:46,40.76299681,-73.97810642,B02512
4/1/14 10:48,40.78223951,-73.95988952,B02512
4/1/14 10:53,40.69162514,-73.967655,B02512
4/1/14 10:54,40.75765739,-73.96941442,B02512
4/1/14 10:55,40.76683367,-73.97889675,B02512
4/1/14 10:58,40.77409457,-73.96289595,B02512
4/1/14 10:59,40.7271229,-74.00580316,B02512
4/1/14 10:59,40.70716395,-74.00486581,B02512
4/1/14 11:01,40.74118166,-73.99635139,B02512
4/1/14 11:01,40.78826878,-74.04560196,B02512
4/1/14 11:01,40.78826878,-74.04560196,B02512
4/1/14 11:02,40.75676234,-73.97213804,B02512
4/1/14 11:02,40.76237748,-73.972819,B02512
4/1/14 11:02,40.74570193,-73.9916374,B02512
4/1/14 11:03,40.78634062,-73.97742245,B02512
4/1/14 11:04,40.75931976,-73.97209919,B02512
4/1/14 11:05,40.73977219,-73.99115513,B02512
4/1/14 11:06,40.82749317,-74.04683894,B02512
4/1/14 11:06,40.82749317,-74.04683894,B02512
4/1/14 11:06,40.7685909,-73.96579776,B02512
4/1/14 11:09,40.75659169,-73.97649704,B02512
4/1/14 11:11,40.71032639,-73.98463635,B02512
4/1/14 11:12,40.74143504,-73.99024199,B02512
4/1/14 11:13,40.74392136,-73.98990336,B02512
4/1/14 11:14,40.76193177,-73.97299572,B02512
4/1/14 11:15,40.72006058,-74.00409791,B02512
4/1/14 11:16,40.73285222,-73.99134966,B02512
4/1/14 11:16,40.7581962,-73.98153964,B02512
4/1/14 11:17,40.77465897,-73.9583786,B02512
4/1/14 11:17,40.77751298,-73.96124689,B02512
4/1/14 11:17,40.77300913,-73.9801696,B02512
4/1/14 11:18,40.73922039,-73.9991383,B02512
4/1/14 11:20,40.73683467,-73.99583263,B02512
4/1/14 11:21,40.80518201,-73.96615173,B02512
4/1/14 11:22,40.72052442,-74.00314377,B02512
4/1/14 11:22,40.76331615,-73.98285487,B02512
4/1/14 11:24,40.6922155,-73.94407438,B02512
4/1/14 11:25,40.74763614,-73.99694164,B02512
4/1/14 11:28,40.7707432,-73.98151668,B02512
4/1/14 11:33,40.72566514,-73.99716471,B02512
4/1/14 11:33,40.76105558,-73.97540685,B02512
4/1/14 11:34,40.70348048,-74.01073784,B02512
4/1/14 11:34,40.75907995,-73.99604067,B02512
4/1/14 11:35,40.741926,-74.00358909,B02512
4/1/14 11:37,40.75498279,-73.97460345,B02512
4/1/14 11:39,40.74718536,-73.98629897,B02512
4/1/14 11:40,40.75477048,-73.98469836,B02512
4/1/14 11:41,40.77973682,-73.97623231,B02512
4/1/14 11:41,40.73234474,-74.00763427,B02512
4/1/14 11:42,40.77413615,-73.87262905,B02512
4/1/14 11:43,40.70740351,-74.01716928,B02512
4/1/14 11:44,40.63339662,-73.99541337,B02512
4/1/14 11:45,40.70999418,-74.0114446,B02512
4/1/14 11:45,40.73863607,-73.9896752,B02512
4/1/14 11:47,40.70954542,-74.01557453,B02512
4/1/14 11:47,40.7024379,-74.01327814,B02512
4/1/14 11:47,40.75806142,-73.9618902,B02512
4/1/14 11:48,40.7684787,-73.86246792,B02512
4/1/14 11:50,40.73892554,-73.98738805,B02512
4/1/14 11:53,40.7735895,-73.87159107,B02512
4/1/14 11:54,40.71538291,-74.01628263,B02512
4/1/14 11:59,40.7599194,-73.98042048,B02512
4/1/14 11:59,40.75585585,-73.98742718,B02512
4/1/14 12:02,40.78515876,-74.02197842,B02512
4/1/14 12:02,40.78515876,-74.02197842,B02512
4/1/14 12:04,40.68778315,-74.18169094,B02512
4/1/14 12:07,40.68642694,-73.9747337,B02512
4/1/14 12:10,40.82885583,-73.94509185,B02512
4/1/14 12:10,40.82885583,-73.94509185,B02512
4/1/14 12:13,40.76723496,-73.96815517,B02512
4/1/14 12:14,40.74980427,-73.98164629,B02512
4/1/14 12:15,40.67510765,-73.80158295,B02512
4/1/14 12:16,40.75439659,-73.96919388,B02512
4/1/14 12:17,40.76848151,-73.95353361,B02512
4/1/14 12:19,40.76836366,-73.95988818,B02512
4/1/14 12:19,40.77277774,-73.96726778,B02512
4/1/14 12:19,40.77024314,-73.95774979,B02512
4/1/14 12:20,40.76466653,-73.97956361,B02512
4/1/14 12:20,40.7868393,-73.97198939,B02512
4/1/14 12:20,40.71777934,-74.00347827,B02512
4/1/14 12:24,40.77324595,-73.88571236,B02512
4/1/14 12:26,40.72573102,-73.99192378,B02512
4/1/14 12:26,40.69496505,-74.17798338,B02512
4/1/14 12:27,40.76442957,-73.97955097,B02512
4/1/14 12:29,40.764064,-73.97657584,B02512
4/1/14 12:29,40.72298245,-74.00119881,B02512
4/1/14 12:29,40.73263928,-73.99352577,B02512
4/1/14 12:30,40.75689118,-73.97423456,B02512
4/1/14 12:31,40.76215094,-73.97880308,B02512
4/1/14 12:31,40.77850363,-73.95332959,B02512
4/1/14 12:32,40.74467657,-73.98729682,B02512
4/1/14 12:32,40.71910711,-73.99734431,B02512
4/1/14 12:33,40.7030552,-73.98526123,B02512
4/1/14 12:42,40.9148429,-74.2212764,B02512
4/1/14 12:44,40.76494021,-73.97077326,B02512
4/1/14 12:44,40.75209879,-73.97559112,B02512
4/1/14 12:47,40.7374222,-74.00081375,B02512
4/1/14 12:50,40.77494673,-73.96386171,B02512
4/1/14 12:50,40.77632028,-73.96212176,B02512
4/1/14 12:51,40.7490386,-74.00293118,B02512
4/1/14 12:51,40.72761919,-74.03486556,B02512
4/1/14 12:51,40.72761919,-74.03486556,B02512
4/1/14 12:51,40.76310788,-73.98417789,B02512
4/1/14 12:52,40.76005586,-73.96692496,B02512
4/1/14 12:53,40.87908449,-73.88113064,B02512
4/1/14 12:54,40.77102492,-73.86597038,B02512
4/1/14 12:57,40.73637949,-74.00986629,B02512
4/1/14 12:57,40.76569753,-73.9548976,B02512
4/1/14 12:57,40.75004778,-73.97568933,B02512
4/1/14 12:58,40.739739,-73.9856798,B02512
4/1/14 12:58,40.77898047,-74.41996783,B02512
4/1/14 12:59,40.72733207,-74.00068693,B02512
4/1/14 13:01,40.76840767,-73.86242324,B02512
4/1/14 13:01,40.73926451,-73.99544227,B02512
4/1/14 13:01,40.73818273,-74.00776989,B02512
4/1/14 13:03,40.71871044,-74.00241729,B02512
4/1/14 13:07,40.76182352,-73.97520484,B02512
4/1/14 13:07,40.78512382,-73.95377769,B02512
4/1/14 13:07,40.78512382,-73.95377769,B02512
4/1/14 13:08,40.7420394,-73.9849704,B02512
4/1/14 13:08,40.74575842,-73.98702661,B02512
4/1/14 13:09,40.76985904,-73.95891739,B02512
4/1/14 13:09,40.75999718,-73.98386722,B02512
4/1/14 13:10,40.91546474,-74.07608853,B02512
4/1/14 13:15,40.75158319,-73.97387137,B02512
4/1/14 13:16,40.77404441,-73.87326918,B02512
4/1/14 13:17,40.75652804,-73.9842615,B02512
4/1/14 13:17,40.71947688,-74.01226494,B02512
4/1/14 13:18,40.75292888,-73.98548463,B02512
4/1/14 13:20,40.75010078,-73.9760505,B02512
4/1/14 13:22,40.71974366,-73.99170924,B02512
4/1/14 13:22,40.76194027,-73.9729414,B02512
4/1/14 13:23,40.78296116,-73.95096632,B02512
4/1/14 13:24,40.73192359,-73.98773194,B02512
4/1/14 13:26,40.7538452,-73.99257006,B02512
4/1/14 13:26,40.71890029,-74.00650052,B02512
4/1/14 13:27,40.74550114,-73.98803445,B02512
4/1/14 13:30,40.75301365,-74.02482798,B02512
4/1/14 13:30,40.75301365,-74.02482798,B02512
4/1/14 13:33,40.76462855,-73.96863885,B02512
4/1/14 13:34,40.76919265,-73.98289051,B02512
4/1/14 13:34,40.72746922,-74.00883248,B02512
4/1/14 13:35,40.74941302,-73.99233034,B02512
4/1/14 13:35,40.69565173,-73.98717923,B02512
4/1/14 13:39,40.69498375,-74.17840398,B02512
4/1/14 13:40,40.77389777,-73.87284438,B02512
4/1/14 13:40,40.77571815,-73.42024541,B02512
4/1/14 13:40,40.76510564,-73.95306944,B02512
4/1/14 13:41,40.76626022,-73.92506925,B02512
4/1/14 13:42,40.71770566,-73.99662154,B02512
4/1/14 13:44,40.78004744,-73.96099075,B02512
4/1/14 13:45,40.77408108,-73.87271471,B02512
4/1/14 13:47,40.73849136,-73.98542902,B02512
4/1/14 13:49,40.7684832,-73.86244411,B02512
4/1/14 13:49,40.69264104,-73.98727739,B02512
4/1/14 13:51,40.73460634,-73.99630319,B02512
4/1/14 13:51,40.77597703,-73.94413691,B02512
4/1/14 13:53,40.72113562,-74.00050337,B02512
4/1/14 13:55,40.70257542,-74.0126423,B02512
4/1/14 13:56,40.76798575,-73.95234745,B02512
4/1/14 13:56,40.7484898,-74.00607456,B02512
4/1/14 13:56,40.75680288,-73.97170549,B02512
4/1/14 13:57,40.76174197,-73.98384357,B02512
4/1/14 13:57,40.77403976,-73.87275008,B02512
4/1/14 13:59,40.69189577,-73.99658692,B02512
4/1/14 14:00,40.77535182,-73.99049797,B02512
4/1/14 14:01,40.75150552,-73.99304347,B02512
4/1/14 14:02,40.77190753,-73.96546366,B02512
4/1/14 14:03,40.77387194,-73.8724024,B02512
4/1/14 14:03,40.69464658,-74.17748574,B02512
4/1/14 14:04,40.73313536,-73.9998272,B02512
4/1/14 14:05,40.773154,-73.88557415,B02512
4/1/14 14:06,40.74165702,-73.98943725,B02512
4/1/14 14:08,40.73245672,-74.00175512,B02512
4/1/14 14:11,40.763972,-73.96845142,B02512
4/1/14 14:14,40.75769748,-73.97230212,B02512
4/1/14 14:15,40.69529719,-74.17828085,B02512
4/1/14 14:15,40.75717055,-73.98412798,B02512
4/1/14 14:16,40.80563878,-74.39228601,B02512
4/1/14 14:16,40.75946569,-73.97358413,B02512
4/1/14 14:17,40.78530475,-73.95557427,B02512
4/1/14 14:17,40.78530475,-73.95557427,B02512
4/1/14 14:18,40.72438155,-74.00068886,B02512
4/1/14 14:20,40.71955214,-74.0005958,B02512
4/1/14 14:21,40.76906223,-73.98117892,B02512
4/1/14 14:21,40.75161205,-73.99094297,B02512
4/1/14 14:21,40.76771991,-73.96569636,B02512
4/1/14 14:23,40.75461383,-73.96597399,B02512
4/1/14 14:23,40.75781688,-73.98930883,B02512
4/1/14 14:23,40.76185545,-73.97906858,B02512
4/1/14 14:26,40.73974015,-73.98668177,B02512
4/1/14 14:27,40.72752516,-74.00104226,B02512
4/1/14 14:27,40.7693932,-73.96578056,B02512
4/1/14 14:28,40.80048022,-73.9692506,B02512
4/1/14 14:29,40.64498096,-73.78189503,B02512
4/1/14 14:32,40.96505466,-74.07355526,B02512
4/1/14 14:32,40.77045423,-73.96619841,B02512
4/1/14 14:36,40.68325893,-73.97675551,B02512
4/1/14 14:37,40.77973807,-74.00970678,B02512
4/1/14 14:38,40.75982489,-73.99146063,B02512
4/1/14 14:39,40.64476563,-73.78255075,B02512
4/1/14 14:40,40.74073293,-73.98688596,B02512
4/1/14 14:40,40.77540513,-73.96277902,B02512
4/1/14 14:41,40.71036906,-73.98472209,B02512
4/1/14 14:42,40.71975089,-74.00510302,B02512
4/1/14 14:43,40.7102766,-73.98456298,B02512
4/1/14 14:43,40.69306173,-74.18340194,B02512
4/1/14 14:45,40.73942041,-74.00616475,B02512
4/1/14 14:45,40.76469416,-73.97061139,B02512
4/1/14 14:51,40.76423967,-73.96324911,B02512
4/1/14 14:53,40.69507754,-74.17866063,B02512
4/1/14 14:55,40.75845676,-73.96965737,B02512
4/1/14 14:55,40.75041792,-73.99448072,B02512
4/1/14 14:57,40.76823341,-73.95303757,B02512
4/1/14 14:57,40.72467098,-74.002212,B02512
4/1/14 14:57,40.71450606,-74.00249146,B02512
4/1/14 15:00,40.75928078,-73.97452584,B02512
4/1/14 15:02,40.72844065,-74.00713523,B02512
4/1/14 15:03,40.70785039,-74.00926128,B02512
4/1/14 15:04,40.76917344,-73.96310063,B02512
4/1/14 15:07,40.76441904,-73.95298448,B02512
4/1/14 15:08,40.75527939,-73.97952505,B02512
4/1/14 15:08,40.75513832,-73.96219111,B02512
4/1/14 15:08,40.77406639,-73.87265301,B02512
4/1/14 15:09,40.75448428,-73.97568463,B02512
4/1/14 15:09,40.73552798,-73.97550928,B02512
4/1/14 15:10,40.77103141,-73.86598622,B02512
4/1/14 15:11,40.77548241,-73.95578868,B02512
4/1/14 15:11,40.72825387,-73.98685973,B02512
4/1/14 15:14,40.75768361,-73.99022196,B02512
4/1/14 15:14,40.76403643,-73.98249568,B02512
4/1/14 15:14,40.76442811,-73.98061562,B02512
4/1/14 15:18,40.8091534,-73.95363662,B02512
4/1/14 15:19,40.77084787,-73.86580541,B02512
4/1/14 15:19,40.75564903,-73.97160768,B02512
